prod_date,machine_id,shift_id,sku,units_good,units_scrap
2025-03-12,1,1,SKU031,671,34
2025-03-12,1,2,SKU039,588,38
2025-03-12,1,3,SKU011,452,29
2025-03-12,2,1,SKU023,603,8
2025-03-12,2,2,SKU023,361,40
2025-03-12,3,1,SKU007,451,26
2025-03-12,3,3,SKU038,409,9
2025-03-12,4,2,SKU036,402,11
2025-03-12,4,3,SKU012,242,26
2025-03-12,5,2,SKU003,537,7
2025-03-12,5,3,SKU007,626,74
2025-03-12,6,1,SKU026,546,33
2025-03-12,6,3,SKU009,240,22
2025-03-12,7,1,SKU026,522,43
2025-03-12,7,2,SKU001,219,26
2025-03-12,7,3,SKU027,767,36
2025-03-12,8,1,SKU009,785,18
2025-03-12,8,2,SKU010,307,16
2025-03-12,8,3,SKU022,347,49
2025-03-12,9,1,SKU037,720,90
2025-03-12,9,2,SKU019,221,11
2025-03-12,9,3,SKU007,570,47
2025-03-12,10,1,SKU001,374,25
2025-03-12,10,2,SKU038,471,46
2025-03-12,11,1,SKU032,397,35
2025-03-12,11,2,SKU034,368,24
2025-03-12,11,3,SKU039,799,33
2025-03-12,12,1,SKU036,556,37
2025-03-12,12,2,SKU012,335,24
2025-03-12,12,3,SKU011,748,76
2025-03-12,13,2,SKU006,359,1
2025-03-12,13,3,SKU027,442,54
2025-03-12,14,1,SKU017,349,18
2025-03-12,14,2,SKU012,248,13
2025-03-12,14,3,SKU032,474,47
2025-03-12,15,2,SKU027,769,65
2025-03-12,15,3,SKU001,302,10
2025-03-13,1,1,SKU024,266,2
2025-03-13,1,2,SKU025,298,24
2025-03-13,1,3,SKU034,478,37
2025-03-13,2,2,SKU036,385,52
2025-03-13,3,1,SKU021,351,31
2025-03-13,3,3,SKU022,622,80
2025-03-13,4,1,SKU028,435,34
2025-03-13,4,3,SKU017,473,1
2025-03-13,5,1,SKU023,784,94
2025-03-13,5,2,SKU029,787,42
2025-03-13,5,3,SKU039,745,99
2025-03-13,6,1,SKU001,383,7
2025-03-13,6,2,SKU025,343,7
2025-03-13,6,3,SKU022,382,17
2025-03-13,7,1,SKU021,397,16
2025-03-13,7,3,SKU004,237,5
2025-03-13,8,2,SKU031,211,21
2025-03-13,8,3,SKU006,619,63
2025-03-13,9,2,SKU016,417,20
2025-03-13,10,1,SKU032,320,28
2025-03-13,10,2,SKU009,457,52
2025-03-13,10,3,SKU018,365,10
2025-03-13,11,1,SKU030,705,30
2025-03-13,11,2,SKU007,230,17
2025-03-13,11,3,SKU023,330,47
2025-03-13,12,1,SKU040,389,27
2025-03-13,12,3,SKU008,711,11
2025-03-13,13,1,SKU025,249,7
2025-03-13,13,2,SKU030,642,60
2025-03-13,13,3,SKU025,477,3
2025-03-13,14,1,SKU024,430,50
2025-03-13,14,2,SKU029,608,19
2025-03-13,14,3,SKU010,746,108
2025-03-13,15,2,SKU024,671,14
2025-03-14,1,1,SKU019,283,18
2025-03-14,1,2,SKU009,247,11
2025-03-14,1,3,SKU016,591,42
2025-03-14,2,1,SKU007,536,9
2025-03-14,2,2,SKU038,304,30
2025-03-14,2,3,SKU034,341,45
2025-03-14,3,1,SKU002,234,6
2025-03-14,3,2,SKU023,457,52
2025-03-14,4,1,SKU017,720,60
2025-03-14,4,2,SKU030,290,31
2025-03-14,5,1,SKU016,566,57
2025-03-14,5,2,SKU024,511,51
2025-03-14,5,3,SKU023,641,77
2025-03-14,6,1,SKU008,325,5
2025-03-14,7,1,SKU009,709,28
2025-03-14,7,2,SKU009,231,0
2025-03-14,7,3,SKU035,676,4
2025-03-14,8,1,SKU026,473,41
2025-03-14,8,2,SKU001,674,99
2025-03-14,8,3,SKU009,235,25
2025-03-14,9,1,SKU036,735,108
2025-03-14,9,2,SKU003,385,16
2025-03-14,9,3,SKU028,229,9
2025-03-14,10,1,SKU023,582,86
2025-03-14,10,2,SKU013,786,87
2025-03-14,10,3,SKU036,596,78
2025-03-14,11,1,SKU010,425,11
2025-03-14,11,2,SKU026,502,28
2025-03-14,11,3,SKU007,592,52
2025-03-14,12,2,SKU001,466,9
2025-03-14,12,3,SKU004,488,41
2025-03-14,13,1,SKU023,223,30
2025-03-14,13,2,SKU029,210,17
2025-03-14,13,3,SKU005,743,83
2025-03-14,14,2,SKU018,347,23
2025-03-14,14,3,SKU039,423,37
2025-03-14,15,2,SKU037,254,10
2025-03-14,15,3,SKU038,740,59
2025-03-15,1,1,SKU018,748,93
2025-03-15,1,2,SKU040,456,41
2025-03-15,1,3,SKU037,519,1
2025-03-15,2,2,SKU014,307,30
2025-03-15,2,3,SKU037,652,66
2025-03-15,3,1,SKU040,316,4
2025-03-15,3,2,SKU040,712,6
2025-03-15,3,3,SKU025,211,20
2025-03-15,4,1,SKU040,272,15
2025-03-15,4,2,SKU026,676,37
2025-03-15,4,3,SKU029,428,5
2025-03-15,5,3,SKU007,431,31
2025-03-15,6,1,SKU017,543,76
2025-03-15,6,2,SKU036,625,63
2025-03-15,6,3,SKU025,401,4
2025-03-15,7,1,SKU024,498,73
2025-03-15,8,1,SKU026,433,24
2025-03-15,8,2,SKU011,618,39
2025-03-15,8,3,SKU014,493,53
2025-03-15,9,1,SKU007,682,68
2025-03-15,9,2,SKU004,544,78
2025-03-15,9,3,SKU014,713,100
2025-03-15,10,1,SKU038,227,27
2025-03-15,10,2,SKU031,238,1
2025-03-15,10,3,SKU005,580,54
2025-03-15,11,1,SKU022,708,78
2025-03-15,11,2,SKU012,447,17
2025-03-15,11,3,SKU003,593,37
2025-03-15,12,2,SKU016,296,10
2025-03-15,13,2,SKU009,402,5
2025-03-15,13,3,SKU021,599,33
2025-03-15,14,1,SKU012,661,62
2025-03-15,14,2,SKU006,235,9
2025-03-15,14,3,SKU017,279,18
2025-03-15,15,1,SKU040,332,25
2025-03-15,15,2,SKU013,768,36
2025-03-16,1,1,SKU025,702,23
2025-03-16,1,2,SKU010,564,1
2025-03-16,1,3,SKU022,591,47
2025-03-16,2,1,SKU008,509,43
2025-03-16,2,2,SKU021,356,17
2025-03-16,2,3,SKU037,627,35
2025-03-16,3,1,SKU018,227,17
2025-03-16,3,2,SKU035,345,23
2025-03-16,4,1,SKU032,440,14
2025-03-16,4,2,SKU031,503,5
2025-03-16,4,3,SKU037,312,35
2025-03-16,5,1,SKU017,713,67
2025-03-16,5,2,SKU025,665,68
2025-03-16,5,3,SKU028,343,23
2025-03-16,6,1,SKU005,251,20
2025-03-16,6,2,SKU029,210,13
2025-03-16,6,3,SKU006,485,39
2025-03-16,7,1,SKU004,448,34
2025-03-16,7,2,SKU011,624,20
2025-03-16,7,3,SKU008,421,33
2025-03-16,8,1,SKU019,397,56
2025-03-16,8,2,SKU026,273,2
2025-03-16,8,3,SKU027,372,15
2025-03-16,9,1,SKU025,364,11
2025-03-16,9,2,SKU027,495,47
2025-03-16,9,3,SKU036,548,48
2025-03-16,10,1,SKU040,266,36
2025-03-16,10,2,SKU023,295,13
2025-03-16,10,3,SKU015,720,14
2025-03-16,11,1,SKU003,393,52
2025-03-16,11,2,SKU037,343,16
2025-03-16,11,3,SKU017,523,55
2025-03-16,12,1,SKU039,546,60
2025-03-16,12,2,SKU005,249,9
2025-03-16,12,3,SKU024,476,42
2025-03-16,13,1,SKU008,360,49
2025-03-16,13,2,SKU014,692,16
2025-03-16,13,3,SKU005,507,53
2025-03-16,14,1,SKU037,606,46
2025-03-16,14,2,SKU007,466,46
2025-03-16,14,3,SKU002,474,50
2025-03-16,15,1,SKU040,711,32
2025-03-16,15,2,SKU032,612,4
2025-03-17,1,1,SKU013,555,25
2025-03-17,1,2,SKU025,633,28
2025-03-17,2,1,SKU034,776,29
2025-03-17,2,2,SKU009,266,23
2025-03-17,2,3,SKU001,575,38
2025-03-17,3,1,SKU016,554,15
2025-03-17,3,2,SKU007,604,35
2025-03-17,3,3,SKU036,633,92
2025-03-17,4,2,SKU035,368,35
2025-03-17,4,3,SKU022,512,43
2025-03-17,5,1,SKU030,521,65
2025-03-17,5,2,SKU031,625,81
2025-03-17,5,3,SKU001,493,59
2025-03-17,6,1,SKU009,467,33
2025-03-17,6,2,SKU028,248,29
2025-03-17,6,3,SKU033,512,71
2025-03-17,7,1,SKU003,413,31
2025-03-17,7,3,SKU003,660,76
2025-03-17,8,1,SKU014,473,24
2025-03-17,8,2,SKU004,428,1
2025-03-17,8,3,SKU001,624,31
2025-03-17,9,1,SKU006,656,17
2025-03-17,9,2,SKU027,313,9
2025-03-17,9,3,SKU007,650,94
2025-03-17,10,1,SKU025,441,21
2025-03-17,10,2,SKU032,448,12
2025-03-17,11,1,SKU006,675,41
2025-03-17,11,2,SKU039,503,64
2025-03-17,11,3,SKU012,225,21
2025-03-17,12,1,SKU018,645,36
2025-03-17,12,2,SKU003,436,10
2025-03-17,12,3,SKU001,792,34
2025-03-17,13,1,SKU006,617,0
2025-03-17,13,2,SKU031,247,33
2025-03-17,13,3,SKU003,388,54
2025-03-17,14,1,SKU002,437,36
2025-03-17,14,2,SKU025,506,26
2025-03-17,14,3,SKU038,244,11
2025-03-17,15,1,SKU030,436,54
2025-03-17,15,2,SKU001,396,56
2025-03-17,15,3,SKU004,670,46
2025-03-18,1,1,SKU002,261,10
2025-03-18,1,2,SKU023,254,15
2025-03-18,1,3,SKU017,609,47
2025-03-18,2,1,SKU030,683,77
2025-03-18,2,2,SKU035,740,39
2025-03-18,2,3,SKU002,242,3
2025-03-18,3,1,SKU016,557,80
2025-03-18,3,2,SKU033,387,23
2025-03-18,3,3,SKU024,686,93
2025-03-18,4,1,SKU035,619,62
2025-03-18,4,2,SKU008,310,32
2025-03-18,4,3,SKU021,239,18
2025-03-18,5,1,SKU019,508,35
2025-03-18,5,3,SKU028,729,39
2025-03-18,6,1,SKU002,287,21
2025-03-18,6,2,SKU005,741,70
2025-03-18,6,3,SKU004,711,32
2025-03-18,7,2,SKU014,320,5
2025-03-18,7,3,SKU006,514,13
2025-03-18,8,3,SKU020,440,30
2025-03-18,9,1,SKU020,253,29
2025-03-18,9,2,SKU036,308,2
2025-03-18,9,3,SKU024,454,63
2025-03-18,10,1,SKU014,784,17
2025-03-18,10,2,SKU009,277,17
2025-03-18,10,3,SKU040,787,73
2025-03-18,12,1,SKU020,424,29
2025-03-18,12,2,SKU022,430,61
2025-03-18,12,3,SKU015,262,32
2025-03-18,13,1,SKU036,278,28
2025-03-18,13,2,SKU005,556,62
2025-03-18,13,3,SKU031,514,10
2025-03-18,14,2,SKU017,268,18
2025-03-18,14,3,SKU010,757,12
2025-03-18,15,2,SKU035,771,108
2025-03-18,15,3,SKU004,397,1
2025-03-19,1,2,SKU033,412,45
2025-03-19,1,3,SKU001,727,57
2025-03-19,2,1,SKU032,517,16
2025-03-19,2,2,SKU024,479,2
2025-03-19,2,3,SKU003,578,79
2025-03-19,3,2,SKU009,609,13
2025-03-19,4,1,SKU006,646,9
2025-03-19,4,2,SKU040,203,1
2025-03-19,4,3,SKU027,781,84
2025-03-19,5,2,SKU005,482,18
2025-03-19,5,3,SKU040,575,76
2025-03-19,6,1,SKU014,205,10
2025-03-19,6,2,SKU012,658,4
2025-03-19,7,2,SKU002,686,75
2025-03-19,7,3,SKU024,427,29
2025-03-19,8,1,SKU007,621,16
2025-03-19,8,2,SKU019,445,17
2025-03-19,8,3,SKU026,429,51
2025-03-19,9,1,SKU031,510,60
2025-03-19,9,2,SKU037,417,0
2025-03-19,9,3,SKU015,602,16
2025-03-19,10,1,SKU033,514,12
2025-03-19,10,2,SKU027,203,20
2025-03-19,10,3,SKU036,214,0
2025-03-19,11,2,SKU039,237,23
2025-03-19,11,3,SKU017,475,46
2025-03-19,12,1,SKU024,725,23
2025-03-19,12,2,SKU005,776,5
2025-03-19,12,3,SKU034,288,35
2025-03-19,13,1,SKU013,308,4
2025-03-19,13,2,SKU033,585,29
2025-03-19,13,3,SKU027,554,56
2025-03-19,14,1,SKU025,317,4
2025-03-19,14,2,SKU017,390,28
2025-03-19,14,3,SKU011,574,15
2025-03-19,15,2,SKU034,673,98
2025-03-19,15,3,SKU014,433,16
2025-03-20,1,1,SKU033,449,15
2025-03-20,1,2,SKU032,278,34
2025-03-20,1,3,SKU037,373,33
2025-03-20,2,2,SKU002,306,24
2025-03-20,2,3,SKU035,322,7
2025-03-20,3,2,SKU040,695,14
2025-03-20,3,3,SKU005,508,11
2025-03-20,4,1,SKU025,714,102
2025-03-20,4,2,SKU040,387,22
2025-03-20,4,3,SKU030,244,35
2025-03-20,5,1,SKU015,206,26
2025-03-20,5,2,SKU037,327,40
2025-03-20,5,3,SKU006,646,70
2025-03-20,6,2,SKU030,472,45
2025-03-20,6,3,SKU040,496,17
2025-03-20,7,1,SKU012,754,52
2025-03-20,7,2,SKU006,373,8
2025-03-20,7,3,SKU013,266,7
2025-03-20,8,1,SKU019,255,36
2025-03-20,8,2,SKU010,644,67
2025-03-20,8,3,SKU015,259,25
2025-03-20,9,1,SKU033,552,65
2025-03-20,9,2,SKU026,407,34
2025-03-20,9,3,SKU023,267,39
2025-03-20,10,1,SKU004,747,91
2025-03-20,10,2,SKU027,654,20
2025-03-20,11,1,SKU001,448,38
2025-03-20,11,2,SKU008,459,58
2025-03-20,12,1,SKU035,634,74
2025-03-20,12,2,SKU028,244,17
2025-03-20,12,3,SKU003,407,1
2025-03-20,13,1,SKU030,250,18
2025-03-20,13,2,SKU003,785,102
2025-03-20,13,3,SKU004,472,46
2025-03-20,14,1,SKU032,785,43
2025-03-20,14,2,SKU002,690,34
2025-03-20,14,3,SKU029,554,6
2025-03-20,15,2,SKU029,420,35
2025-03-20,15,3,SKU032,613,31
2025-03-21,1,1,SKU022,574,0
2025-03-21,1,2,SKU022,467,0
2025-03-21,1,3,SKU014,239,22
2025-03-21,2,1,SKU002,710,1
2025-03-21,2,2,SKU015,345,22
2025-03-21,3,1,SKU036,778,101
2025-03-21,3,3,SKU001,517,69
2025-03-21,4,1,SKU001,713,20
2025-03-21,4,2,SKU026,550,32
2025-03-21,4,3,SKU027,294,14
2025-03-21,5,1,SKU006,712,36
2025-03-21,5,2,SKU020,301,37
2025-03-21,5,3,SKU007,588,39
2025-03-21,6,2,SKU020,644,62
2025-03-21,6,3,SKU005,214,27
2025-03-21,7,2,SKU026,564,21
2025-03-21,7,3,SKU039,433,50
2025-03-21,8,1,SKU003,635,58
2025-03-21,8,2,SKU015,281,5
2025-03-21,8,3,SKU028,387,26
2025-03-21,9,1,SKU038,418,50
2025-03-21,9,2,SKU006,376,10
2025-03-21,9,3,SKU011,503,27
2025-03-21,10,1,SKU032,331,27
2025-03-21,10,2,SKU039,517,47
2025-03-21,10,3,SKU028,399,12
2025-03-21,11,1,SKU038,648,18
2025-03-21,11,2,SKU026,357,1
2025-03-21,11,3,SKU003,498,42
2025-03-21,12,1,SKU023,769,24
2025-03-21,12,2,SKU030,238,33
2025-03-21,12,3,SKU010,305,9
2025-03-21,13,2,SKU032,370,27
2025-03-21,13,3,SKU029,742,39
2025-03-21,14,1,SKU004,740,22
2025-03-21,14,2,SKU009,615,80
2025-03-21,14,3,SKU031,518,37
2025-03-21,15,1,SKU020,275,15
2025-03-21,15,2,SKU007,423,58
2025-03-21,15,3,SKU037,352,15
2025-03-22,1,1,SKU020,383,12
2025-03-22,1,2,SKU008,616,25
2025-03-22,2,2,SKU025,270,18
2025-03-22,2,3,SKU009,349,25
2025-03-22,3,1,SKU035,584,86
2025-03-22,3,2,SKU027,677,19
2025-03-22,3,3,SKU021,574,44
2025-03-22,4,1,SKU030,625,42
2025-03-22,4,3,SKU026,536,74
2025-03-22,5,1,SKU021,624,88
2025-03-22,5,2,SKU027,773,60
2025-03-22,6,1,SKU034,749,105
2025-03-22,6,2,SKU001,700,72
2025-03-22,6,3,SKU036,248,9
2025-03-22,7,1,SKU032,695,39
2025-03-22,7,2,SKU027,703,62
2025-03-22,7,3,SKU032,623,76
2025-03-22,8,1,SKU022,574,39
2025-03-22,8,2,SKU019,557,34
2025-03-22,8,3,SKU001,798,73
2025-03-22,9,1,SKU019,794,74
2025-03-22,9,2,SKU031,444,63
2025-03-22,9,3,SKU026,799,88
2025-03-22,10,1,SKU003,591,84
2025-03-22,10,3,SKU017,789,95
2025-03-22,11,1,SKU028,327,43
2025-03-22,11,2,SKU004,738,6
2025-03-22,12,1,SKU038,454,2
2025-03-22,12,2,SKU027,448,42
2025-03-22,13,1,SKU002,762,57
2025-03-22,13,2,SKU013,267,37
2025-03-22,13,3,SKU005,430,12
2025-03-22,14,1,SKU040,347,34
2025-03-22,14,2,SKU005,732,43
2025-03-22,14,3,SKU001,255,18
2025-03-22,15,1,SKU034,587,62
2025-03-22,15,3,SKU034,354,26
2025-03-23,1,2,SKU034,622,58
2025-03-23,2,1,SKU012,376,50
2025-03-23,2,2,SKU014,563,56
2025-03-23,2,3,SKU017,633,38
2025-03-23,3,1,SKU020,549,15
2025-03-23,3,2,SKU024,200,15
2025-03-23,3,3,SKU031,746,86
2025-03-23,4,1,SKU036,441,33
2025-03-23,4,2,SKU019,540,12
2025-03-23,5,1,SKU006,673,0
2025-03-23,5,2,SKU017,769,60
2025-03-23,5,3,SKU013,708,103
2025-03-23,6,1,SKU039,416,60
2025-03-23,6,2,SKU007,548,30
2025-03-23,7,1,SKU025,754,19
2025-03-23,7,3,SKU040,683,39
2025-03-23,8,1,SKU037,607,89
2025-03-23,8,2,SKU034,427,20
2025-03-23,8,3,SKU011,425,3
2025-03-23,9,1,SKU032,371,46
2025-03-23,9,2,SKU038,287,18
2025-03-23,9,3,SKU011,591,45
2025-03-23,10,3,SKU020,265,20
2025-03-23,11,2,SKU040,503,49
2025-03-23,11,3,SKU020,596,16
2025-03-23,12,1,SKU030,702,32
2025-03-23,12,2,SKU039,589,23
2025-03-23,12,3,SKU004,548,14
2025-03-23,13,1,SKU018,484,57
2025-03-23,13,2,SKU009,290,8
2025-03-23,13,3,SKU008,266,20
2025-03-23,14,1,SKU031,734,17
2025-03-23,14,2,SKU023,429,0
2025-03-23,14,3,SKU019,589,1
2025-03-23,15,1,SKU001,619,76
2025-03-23,15,2,SKU004,547,30
2025-03-23,15,3,SKU040,661,34
2025-03-24,2,2,SKU010,668,2
2025-03-24,2,3,SKU013,452,58
2025-03-24,3,1,SKU017,576,67
2025-03-24,3,2,SKU024,758,76
2025-03-24,4,1,SKU028,290,1
2025-03-24,4,2,SKU031,729,100
2025-03-24,4,3,SKU016,236,4
2025-03-24,5,1,SKU031,718,48
2025-03-24,6,1,SKU014,697,96
2025-03-24,6,2,SKU026,316,33
2025-03-24,6,3,SKU010,373,51
2025-03-24,7,1,SKU036,578,41
2025-03-24,7,2,SKU012,760,49
2025-03-24,7,3,SKU009,320,26
2025-03-24,8,1,SKU012,693,33
2025-03-24,8,2,SKU005,778,77
2025-03-24,8,3,SKU001,260,28
2025-03-24,9,1,SKU023,296,18
2025-03-24,9,2,SKU035,566,76
2025-03-24,9,3,SKU018,790,81
2025-03-24,10,1,SKU021,726,65
2025-03-24,10,2,SKU003,242,6
2025-03-24,11,2,SKU033,305,26
2025-03-24,11,3,SKU031,778,6
2025-03-24,12,1,SKU030,415,43
2025-03-24,12,2,SKU037,405,23
2025-03-24,13,1,SKU005,292,11
2025-03-24,13,2,SKU001,224,5
2025-03-24,14,1,SKU013,796,69
2025-03-24,14,2,SKU007,456,17
2025-03-24,14,3,SKU005,412,23
2025-03-24,15,1,SKU008,389,57
2025-03-24,15,2,SKU032,504,68
2025-03-24,15,3,SKU020,286,3
2025-03-25,1,2,SKU015,782,96
2025-03-25,1,3,SKU017,355,4
2025-03-25,2,1,SKU008,231,15
2025-03-25,2,2,SKU014,376,4
2025-03-25,2,3,SKU039,769,90
2025-03-25,3,1,SKU040,798,56
2025-03-25,3,3,SKU004,375,16
2025-03-25,4,1,SKU025,331,23
2025-03-25,5,1,SKU016,723,60
2025-03-25,5,2,SKU035,262,2
2025-03-25,5,3,SKU025,755,101
2025-03-25,6,2,SKU002,580,64
2025-03-25,6,3,SKU033,365,30
2025-03-25,7,1,SKU031,542,74
2025-03-25,7,2,SKU017,325,42
2025-03-25,7,3,SKU034,464,64
2025-03-25,8,2,SKU018,498,32
2025-03-25,8,3,SKU019,435,35
2025-03-25,9,1,SKU035,235,3
2025-03-25,9,2,SKU009,287,28
2025-03-25,9,3,SKU018,694,35
2025-03-25,10,1,SKU014,738,89
2025-03-25,10,2,SKU031,730,97
2025-03-25,11,1,SKU009,738,16
2025-03-25,11,2,SKU007,604,71
2025-03-25,11,3,SKU031,778,6
2025-03-25,12,1,SKU038,761,72
2025-03-25,12,3,SKU012,522,38
2025-03-25,13,1,SKU024,291,25
2025-03-25,13,2,SKU019,773,1
2025-03-25,13,3,SKU004,573,0
2025-03-25,14,1,SKU010,321,44
2025-03-25,14,2,SKU037,632,56
2025-03-25,14,3,SKU032,792,39
2025-03-25,15,1,SKU008,792,43
2025-03-25,15,2,SKU006,244,4
2025-03-25,15,3,SKU016,542,1
2025-03-26,1,2,SKU033,206,12
2025-03-26,1,3,SKU025,232,23
2025-03-26,2,1,SKU018,284,23
2025-03-26,2,2,SKU026,669,87
2025-03-26,2,3,SKU018,333,44
2025-03-26,3,1,SKU008,226,7
2025-03-26,3,2,SKU008,423,23
2025-03-26,3,3,SKU039,257,35
2025-03-26,4,1,SKU006,489,41
2025-03-26,4,2,SKU039,484,68
2025-03-26,4,3,SKU004,390,32
2025-03-26,5,1,SKU028,794,4
2025-03-26,5,2,SKU036,767,35
2025-03-26,5,3,SKU029,419,11
2025-03-26,6,2,SKU006,284,38
2025-03-26,6,3,SKU015,648,5
2025-03-26,7,1,SKU015,722,8
2025-03-26,7,2,SKU008,620,80
2025-03-26,7,3,SKU008,505,20
2025-03-26,8,1,SKU010,690,32
2025-03-26,8,2,SKU030,295,10
2025-03-26,9,1,SKU002,489,40
2025-03-26,9,2,SKU011,396,41
2025-03-26,9,3,SKU038,316,9
2025-03-26,10,1,SKU039,739,41
2025-03-26,10,3,SKU009,713,98
2025-03-26,11,1,SKU016,713,18
2025-03-26,11,2,SKU040,613,12
2025-03-26,12,1,SKU025,326,14
2025-03-26,12,2,SKU039,276,5
2025-03-26,12,3,SKU040,555,58
2025-03-26,13,1,SKU017,404,29
2025-03-26,13,3,SKU013,583,59
2025-03-26,14,1,SKU007,692,35
2025-03-26,14,2,SKU023,207,17
2025-03-26,14,3,SKU024,291,29
2025-03-26,15,1,SKU035,790,49
2025-03-26,15,2,SKU001,258,24
2025-03-26,15,3,SKU005,356,14
2025-03-27,1,1,SKU021,630,81
2025-03-27,1,2,SKU024,594,59
2025-03-27,2,1,SKU001,313,41
2025-03-27,2,2,SKU013,497,36
2025-03-27,2,3,SKU030,410,51
2025-03-27,3,1,SKU014,672,60
2025-03-27,3,2,SKU007,298,24
2025-03-27,3,3,SKU017,279,26
2025-03-27,4,1,SKU035,237,9
2025-03-27,4,2,SKU002,610,19
2025-03-27,4,3,SKU006,766,74
2025-03-27,5,2,SKU001,767,51
2025-03-27,5,3,SKU012,418,23
2025-03-27,6,1,SKU016,361,41
2025-03-27,6,2,SKU032,479,29
2025-03-27,6,3,SKU010,797,80
2025-03-27,7,1,SKU014,602,29
2025-03-27,7,2,SKU005,432,46
2025-03-27,7,3,SKU001,383,19
2025-03-27,8,1,SKU030,375,28
2025-03-27,8,2,SKU001,430,35
2025-03-27,8,3,SKU036,541,40
2025-03-27,9,1,SKU016,256,18
2025-03-27,9,3,SKU040,291,19
2025-03-27,10,1,SKU004,596,50
2025-03-27,10,2,SKU022,636,49
2025-03-27,10,3,SKU027,673,38
2025-03-27,11,1,SKU032,267,9
2025-03-27,11,2,SKU024,511,3
2025-03-27,11,3,SKU005,271,14
2025-03-27,12,1,SKU032,449,4
2025-03-27,12,2,SKU032,344,1
2025-03-27,12,3,SKU009,433,25
2025-03-27,14,1,SKU034,742,58
2025-03-27,14,2,SKU003,458,24
2025-03-27,15,1,SKU003,545,66
2025-03-27,15,2,SKU003,255,21
2025-03-27,15,3,SKU004,616,45
2025-03-28,1,1,SKU021,400,32
2025-03-28,1,2,SKU006,220,27
2025-03-28,1,3,SKU029,692,93
2025-03-28,2,2,SKU027,585,58
2025-03-28,2,3,SKU025,225,23
2025-03-28,3,1,SKU021,454,46
2025-03-28,3,2,SKU025,354,14
2025-03-28,4,1,SKU024,561,64
2025-03-28,5,1,SKU008,388,51
2025-03-28,5,2,SKU020,592,73
2025-03-28,6,1,SKU030,406,43
2025-03-28,6,2,SKU017,476,21
2025-03-28,6,3,SKU014,696,66
2025-03-28,7,2,SKU018,239,6
2025-03-28,7,3,SKU007,372,39
2025-03-28,8,1,SKU003,785,113
2025-03-28,8,3,SKU009,648,73
2025-03-28,9,1,SKU034,730,58
2025-03-28,10,1,SKU010,219,21
2025-03-28,10,2,SKU008,494,6
2025-03-28,10,3,SKU024,626,3
2025-03-28,11,2,SKU016,419,42
2025-03-28,11,3,SKU022,573,81
2025-03-28,12,1,SKU016,634,56
2025-03-28,12,2,SKU033,644,55
2025-03-28,13,1,SKU016,753,90
2025-03-28,13,2,SKU007,724,30
2025-03-28,14,1,SKU018,425,45
2025-03-28,14,2,SKU024,526,73
2025-03-28,14,3,SKU035,246,28
2025-03-28,15,1,SKU022,794,16
2025-03-28,15,2,SKU011,476,15
2025-03-28,15,3,SKU003,653,27
2025-03-29,1,1,SKU007,465,19
2025-03-29,1,2,SKU002,486,16
2025-03-29,1,3,SKU011,762,33
2025-03-29,2,1,SKU031,739,90
2025-03-29,2,2,SKU008,706,55
2025-03-29,2,3,SKU030,631,46
2025-03-29,3,1,SKU037,220,16
2025-03-29,3,2,SKU022,724,102
2025-03-29,3,3,SKU039,685,17
2025-03-29,4,1,SKU002,201,24
2025-03-29,4,2,SKU014,351,32
2025-03-29,4,3,SKU020,684,44
2025-03-29,5,1,SKU020,601,43
2025-03-29,5,2,SKU036,422,55
2025-03-29,5,3,SKU016,612,15
2025-03-29,6,1,SKU014,482,25
2025-03-29,6,2,SKU019,299,42
2025-03-29,6,3,SKU040,380,54
2025-03-29,7,1,SKU036,739,44
2025-03-29,7,3,SKU018,265,10
2025-03-29,8,1,SKU026,243,29
2025-03-29,8,2,SKU005,322,17
2025-03-29,9,1,SKU015,760,75
2025-03-29,9,2,SKU008,452,22
2025-03-29,9,3,SKU039,449,14
2025-03-29,10,1,SKU033,607,22
2025-03-29,10,2,SKU008,665,45
2025-03-29,10,3,SKU005,623,80
2025-03-29,11,1,SKU012,269,31
2025-03-29,11,3,SKU011,613,78
2025-03-29,12,1,SKU025,298,25
2025-03-29,12,2,SKU031,203,9
2025-03-29,12,3,SKU037,288,15
2025-03-29,13,1,SKU036,385,53
2025-03-29,13,2,SKU015,543,57
2025-03-29,13,3,SKU035,367,4
2025-03-29,14,1,SKU009,376,22
2025-03-29,14,3,SKU026,657,81
2025-03-29,15,1,SKU031,207,20
2025-03-29,15,2,SKU002,726,23
2025-03-29,15,3,SKU022,392,30
2025-03-30,1,1,SKU027,464,53
2025-03-30,1,2,SKU007,712,38
2025-03-30,1,3,SKU029,225,13
2025-03-30,2,1,SKU008,208,25
2025-03-30,2,2,SKU035,675,87
2025-03-30,2,3,SKU033,235,25
2025-03-30,3,1,SKU034,614,91
2025-03-30,3,2,SKU018,758,49
2025-03-30,3,3,SKU021,658,39
2025-03-30,4,1,SKU016,733,75
2025-03-30,4,3,SKU033,624,42
2025-03-30,5,1,SKU040,759,25
2025-03-30,5,2,SKU015,293,16
2025-03-30,5,3,SKU021,699,47
2025-03-30,6,1,SKU038,792,95
2025-03-30,6,2,SKU032,685,99
2025-03-30,7,2,SKU024,655,11
2025-03-30,8,1,SKU029,284,25
2025-03-30,8,2,SKU037,603,48
2025-03-30,8,3,SKU019,373,28
2025-03-30,9,1,SKU010,265,14
