down_date,machine_id,failure_mode,minutes_down
2025-02-23,13,Plannedmaintenance,18
2025-02-23,14,Setup,10
2025-02-23,15,Quality,31
2025-02-24,2,Quality,33
2025-02-24,2,Quality,55
2025-02-24,3,Setup,56
2025-02-24,3,Setup,42
2025-02-24,4,Quality,48
2025-02-24,4,Quality,15
2025-02-24,6,Quality,33
2025-02-24,8,Breakdown,18
2025-02-24,10,Breakdown,65
2025-02-24,10,Breakdown,10
2025-02-24,12,Setup,27
2025-02-24,13,Plannedmaintenance,48
2025-02-24,13,Breakdown,32
2025-02-24,14,Quality,51
2025-02-24,14,Material,15
2025-02-24,15,Quality,85
2025-02-24,15,Breakdown,39
2025-02-25,1,Material,67
2025-02-25,1,Quality,80
2025-02-25,2,Material,89
2025-02-25,2,Plannedmaintenance,66
2025-02-25,3,Setup,32
2025-02-25,4,Breakdown,88
2025-02-25,5,Breakdown,37
2025-02-25,5,Quality,89
2025-02-25,6,Breakdown,36
2025-02-25,6,Setup,11
2025-02-25,8,Material,32
2025-02-25,8,Material,38
2025-02-25,10,Setup,87
2025-02-25,10,Setup,27
2025-02-25,11,Plannedmaintenance,18
2025-02-25,11,Material,55
2025-02-25,12,Breakdown,70
2025-02-25,12,Setup,49
2025-02-25,13,Breakdown,12
2025-02-25,14,Setup,51
2025-02-25,14,Setup,52
2025-02-25,15,Setup,69
2025-02-25,15,Plannedmaintenance,25
2025-02-26,2,Breakdown,27
2025-02-26,2,Breakdown,24
2025-02-26,3,Material,84
2025-02-26,3,Breakdown,24
2025-02-26,5,Breakdown,12
2025-02-26,5,Plannedmaintenance,38
2025-02-26,7,Breakdown,70
2025-02-26,7,Material,58
2025-02-26,8,Breakdown,79
2025-02-26,8,Breakdown,85
2025-02-26,10,Setup,25
2025-02-26,12,Breakdown,80
2025-02-26,15,Plannedmaintenance,11
2025-02-26,15,Breakdown,67
2025-02-27,2,Setup,87
2025-02-27,3,Breakdown,42
2025-02-27,4,Breakdown,25
2025-02-27,4,Setup,10
2025-02-27,5,Material,25
2025-02-27,5,Breakdown,35
2025-02-27,8,Plannedmaintenance,37
2025-02-27,10,Setup,78
2025-02-27,11,Material,25
2025-02-27,11,Setup,20
2025-02-27,12,Breakdown,28
2025-02-27,13,Setup,64
2025-02-27,15,Breakdown,43
2025-02-28,2,Setup,78
2025-02-28,2,Setup,46
2025-02-28,4,Breakdown,78
2025-02-28,5,Setup,27
2025-02-28,5,Breakdown,32
2025-02-28,6,Breakdown,32
2025-02-28,6,Quality,70
2025-02-28,7,Material,71
2025-02-28,7,Setup,14
2025-02-28,8,Breakdown,51
2025-02-28,8,Plannedmaintenance,60
2025-02-28,9,Breakdown,17
2025-02-28,9,Plannedmaintenance,73
2025-02-28,11,Breakdown,77
2025-02-28,11,Plannedmaintenance,76
2025-02-28,12,Setup,13
2025-02-28,13,Breakdown,84
2025-02-28,15,Breakdown,15
2025-03-01,1,Breakdown,29
2025-03-01,2,Quality,43
2025-03-01,2,Breakdown,10
2025-03-01,3,Quality,31
2025-03-01,4,Plannedmaintenance,60
2025-03-01,4,Quality,44
2025-03-01,7,Setup,54
2025-03-01,7,Breakdown,89
2025-03-01,8,Breakdown,12
2025-03-01,10,Breakdown,75
2025-03-01,10,Setup,12
2025-03-01,12,Setup,40
2025-03-01,13,Material,88
2025-03-01,13,Material,39
2025-03-01,14,Setup,44
2025-03-02,1,Breakdown,72
2025-03-02,1,Breakdown,40
2025-03-02,4,Breakdown,28
2025-03-02,4,Setup,60
2025-03-02,6,Setup,79
2025-03-02,6,Material,45
2025-03-02,8,Breakdown,68
2025-03-02,8,Breakdown,22
2025-03-02,9,Material,32
2025-03-02,9,Material,60
2025-03-03,1,Breakdown,42
2025-03-03,1,Material,53
2025-03-03,2,Setup,44
2025-03-03,3,Setup,53
2025-03-03,4,Material,27
2025-03-03,4,Material,80
2025-03-03,8,Setup,54
2025-03-03,11,Setup,33
2025-03-03,11,Setup,27
2025-03-03,12,Setup,75
2025-03-03,13,Quality,28
2025-03-03,13,Breakdown,36
2025-03-03,14,Material,50
2025-03-04,1,Setup,72
2025-03-04,1,Material,65
2025-03-04,2,Plannedmaintenance,38
2025-03-04,2,Material,30
2025-03-04,4,Plannedmaintenance,43
2025-03-04,6,Setup,74
2025-03-04,6,Material,74
2025-03-04,8,Breakdown,38
2025-03-04,10,Plannedmaintenance,83
2025-03-04,10,Quality,55
2025-03-04,12,Material,72
2025-03-04,13,Breakdown,10
2025-03-04,15,Setup,69
2025-03-05,2,Setup,51
2025-03-05,2,Setup,37
2025-03-05,4,Setup,61
2025-03-05,6,Material,74
2025-03-05,6,Setup,34
2025-03-05,10,Plannedmaintenance,53
2025-03-05,10,Setup,52
2025-03-05,12,Breakdown,62
2025-03-05,12,Setup,29
2025-03-05,14,Breakdown,20
2025-03-05,14,Breakdown,55
2025-03-06,1,Breakdown,53
2025-03-06,1,Quality,65
2025-03-06,2,Breakdown,18
2025-03-06,2,Breakdown,67
2025-03-06,4,Breakdown,83
2025-03-06,5,Breakdown,89
2025-03-06,6,Material,46
2025-03-06,6,Quality,37
2025-03-06,7,Quality,33
2025-03-06,7,Material,37
2025-03-06,8,Material,58
2025-03-06,8,Setup,58
2025-03-06,9,Setup,76
2025-03-06,9,Plannedmaintenance,29
2025-03-06,10,Material,14
2025-03-06,11,Plannedmaintenance,49
2025-03-06,12,Plannedmaintenance,30
2025-03-06,13,Setup,20
2025-03-06,14,Setup,52
2025-03-06,14,Breakdown,31
2025-03-07,2,Material,26
2025-03-07,3,Material,70
2025-03-07,9,Breakdown,16
2025-03-07,9,Setup,72
2025-03-07,10,Setup,33
2025-03-07,10,Setup,31
2025-03-07,12,Setup,15
2025-03-07,12,Breakdown,58
2025-03-08,1,Plannedmaintenance,41
2025-03-08,3,Breakdown,72
2025-03-08,4,Material,49
2025-03-08,4,Plannedmaintenance,82
2025-03-08,6,Breakdown,76
2025-03-08,7,Plannedmaintenance,11
2025-03-08,8,Setup,34
2025-03-08,8,Setup,69
2025-03-08,10,Breakdown,21
2025-03-08,10,Breakdown,23
2025-03-08,12,Quality,69
2025-03-08,12,Material,85
2025-03-08,13,Breakdown,37
2025-03-08,13,Breakdown,40
2025-03-08,14,Breakdown,55
2025-03-08,15,Quality,18
2025-03-08,15,Setup,81
2025-03-09,1,Breakdown,55
2025-03-09,2,Breakdown,23
2025-03-09,2,Breakdown,16
2025-03-09,4,Breakdown,16
2025-03-09,5,Plannedmaintenance,82
2025-03-09,5,Plannedmaintenance,61
2025-03-09,6,Material,40
2025-03-09,7,Breakdown,66
2025-03-09,8,Breakdown,32
2025-03-09,9,Setup,21
2025-03-09,9,Setup,80
2025-03-09,11,Setup,54
2025-03-09,12,Material,76
2025-03-09,12,Material,48
2025-03-09,13,Setup,36
2025-03-09,13,Breakdown,59
2025-03-09,14,Material,64
2025-03-09,14,Plannedmaintenance,50
2025-03-09,15,Plannedmaintenance,35
2025-03-09,15,Breakdown,16
2025-03-10,3,Material,26
2025-03-10,4,Setup,67
2025-03-10,5,Plannedmaintenance,64
2025-03-10,7,Breakdown,26
2025-03-10,11,Quality,50
2025-03-10,12,Breakdown,74
2025-03-10,12,Material,31
2025-03-10,13,Breakdown,11
2025-03-10,13,Breakdown,36
2025-03-10,15,Breakdown,82
2025-03-10,15,Breakdown,12
2025-03-11,2,Breakdown,13
2025-03-11,2,Material,86
2025-03-11,3,Setup,37
2025-03-11,3,Setup,67
2025-03-11,4,Breakdown,79
2025-03-11,6,Breakdown,36
2025-03-11,6,Material,14
2025-03-11,7,Material,33
2025-03-11,7,Quality,56
2025-03-11,9,Material,14
2025-03-11,9,Setup,70
2025-03-11,11,Setup,68
2025-03-11,13,Quality,79
2025-03-11,14,Plannedmaintenance,59
2025-03-12,2,Setup,14
2025-03-12,2,Quality,53
2025-03-12,3,Setup,56
2025-03-12,3,Quality,24
2025-03-12,4,Setup,48
2025-03-12,5,Quality,46
2025-03-12,5,Breakdown,40
2025-03-12,7,Setup,88
2025-03-12,7,Setup,13
2025-03-12,8,Material,58
2025-03-12,8,Setup,51
2025-03-12,9,Breakdown,76
2025-03-12,9,Quality,88
2025-03-12,10,Setup,16
2025-03-12,11,Breakdown,18
2025-03-12,11,Setup,16
2025-03-12,14,Plannedmaintenance,51
2025-03-12,14,Plannedmaintenance,65
2025-03-12,15,Breakdown,54
2025-03-12,15,Setup,63
2025-03-13,1,Breakdown,70
2025-03-13,2,Breakdown,81
2025-03-13,2,Material,33
2025-03-13,3,Material,13
2025-03-13,5,Setup,64
2025-03-13,6,Setup,80
2025-03-13,6,Breakdown,15
2025-03-13,7,Breakdown,89
2025-03-13,7,Setup,44
2025-03-13,8,Breakdown,52
2025-03-13,8,Setup,18
2025-03-13,9,Breakdown,62
2025-03-13,9,Plannedmaintenance,13
2025-03-13,10,Setup,25
2025-03-13,10,Quality,11
2025-03-13,11,Material,25
2025-03-13,12,Quality,64
2025-03-13,12,Breakdown,83
2025-03-13,13,Quality,77
2025-03-13,13,Quality,52
2025-03-13,14,Plannedmaintenance,88
2025-03-13,14,Quality,64
2025-03-13,15,Breakdown,34
2025-03-13,15,Plannedmaintenance,28
2025-03-14,1,Plannedmaintenance,67
2025-03-14,1,Breakdown,20
2025-03-14,2,Material,23
2025-03-14,3,Breakdown,88
2025-03-14,3,Quality,24
2025-03-14,4,Breakdown,12
2025-03-14,4,Breakdown,62
2025-03-14,5,Setup,41
2025-03-14,6,Breakdown,78
2025-03-14,6,Setup,69
2025-03-14,7,Breakdown,59
2025-03-14,8,Breakdown,27
2025-03-14,8,Plannedmaintenance,43
2025-03-14,12,Setup,53
2025-03-14,12,Breakdown,30
2025-03-14,13,Plannedmaintenance,78
2025-03-14,13,Quality,14
2025-03-14,15,Breakdown,66
2025-03-14,15,Setup,77
2025-03-15,1,Quality,36
2025-03-15,1,Breakdown,67
2025-03-15,2,Setup,86
2025-03-15,3,Breakdown,29
2025-03-15,4,Quality,65
2025-03-15,4,Breakdown,72
2025-03-15,5,Breakdown,23
2025-03-15,5,Quality,78
2025-03-15,6,Breakdown,55
2025-03-15,7,Breakdown,28
2025-03-15,7,Material,30
2025-03-15,9,Setup,45
2025-03-15,9,Plannedmaintenance,23
2025-03-15,11,Breakdown,40
2025-03-15,12,Material,73
2025-03-15,12,Setup,58
2025-03-15,13,Material,24
2025-03-15,13,Setup,62
2025-03-16,2,Breakdown,69
2025-03-16,2,Material,47
2025-03-16,4,Material,57
2025-03-16,8,Breakdown,76
2025-03-16,11,Breakdown,72
2025-03-16,11,Setup,49
2025-03-16,12,Material,39
2025-03-16,13,Setup,78
2025-03-16,13,Plannedmaintenance,38
2025-03-16,14,Material,48
2025-03-16,15,Quality,18
2025-03-17,1,Breakdown,38
2025-03-17,2,Setup,76
2025-03-17,2,Quality,40
2025-03-17,3,Plannedmaintenance,88
2025-03-17,5,Plannedmaintenance,78
2025-03-17,5,Quality,81
2025-03-17,6,Breakdown,33
2025-03-17,6,Setup,44
2025-03-17,9,Setup,17
2025-03-17,12,Breakdown,49
2025-03-17,12,Material,16
2025-03-17,14,Breakdown,14
2025-03-18,1,Quality,63
2025-03-18,2,Breakdown,49
2025-03-18,2,Breakdown,88
2025-03-18,3,Quality,87
2025-03-18,3,Setup,19
2025-03-18,4,Breakdown,50
2025-03-18,4,Setup,36
2025-03-18,6,Quality,55
2025-03-18,7,Breakdown,29
2025-03-18,7,Quality,85
2025-03-18,8,Material,74
2025-03-18,10,Breakdown,11
2025-03-18,11,Quality,17
2025-03-18,13,Material,29
2025-03-18,13,Setup,30
2025-03-18,14,Breakdown,12
2025-03-18,15,Material,14
2025-03-19,2,Quality,46
2025-03-19,3,Breakdown,47
2025-03-19,3,Plannedmaintenance,49
2025-03-19,4,Quality,78
2025-03-19,6,Material,10
2025-03-19,7,Breakdown,65
2025-03-19,8,Material,28
2025-03-19,8,Breakdown,87
2025-03-19,10,Setup,27
2025-03-19,10,Breakdown,83
2025-03-19,11,Plannedmaintenance,62
2025-03-19,12,Breakdown,58
2025-03-19,15,Quality,19
2025-03-20,2,Quality,17
2025-03-20,2,Quality,26
2025-03-20,3,Material,66
2025-03-20,3,Setup,33
2025-03-20,4,Breakdown,80
2025-03-20,5,Breakdown,72
2025-03-20,5,Setup,33
2025-03-20,6,Setup,78
2025-03-20,8,Quality,37
2025-03-20,9,Setup,53
2025-03-20,11,Setup,84
2025-03-20,12,Quality,41
2025-03-20,12,Quality,77
2025-03-20,13,Breakdown,82
2025-03-20,14,Quality,46
2025-03-21,1,Material,39
2025-03-21,1,Setup,65
2025-03-21,4,Material,73
2025-03-21,6,Breakdown,48
2025-03-21,6,Breakdown,65
2025-03-21,7,Setup,46
2025-03-21,7,Breakdown,48
2025-03-21,8,Setup,14
2025-03-21,8,Plannedmaintenance,17
2025-03-21,10,Breakdown,89
2025-03-21,11,Material,41
2025-03-21,12,Setup,29
2025-03-21,13,Breakdown,17
2025-03-21,14,Quality,10
2025-03-22,2,Breakdown,30
2025-03-22,3,Material,72
2025-03-22,3,Plannedmaintenance,41
2025-03-22,4,Setup,82
2025-03-22,5,Setup,85
2025-03-22,5,Setup,60
2025-03-22,6,Breakdown,39
2025-03-22,7,Quality,57
2025-03-22,7,Setup,69
2025-03-22,8,Setup,22
2025-03-22,9,Breakdown,62
2025-03-22,11,Breakdown,39
2025-03-22,11,Material,85
2025-03-22,12,Setup,64
2025-03-22,12,Quality,14
2025-03-22,14,Material,41
2025-03-22,15,Plannedmaintenance,60
2025-03-22,15,Breakdown,24
2025-03-23,2,Breakdown,75
2025-03-23,5,Setup,37
2025-03-23,5,Setup,62
2025-03-23,6,Setup,58
2025-03-23,8,Breakdown,80
2025-03-23,10,Setup,72
2025-03-23,10,Setup,58
2025-03-23,14,Breakdown,77
2025-03-23,14,Setup,37
2025-03-23,15,Breakdown,10
2025-03-24,2,Setup,18
2025-03-24,3,Quality,12
2025-03-24,4,Quality,83
2025-03-24,4,Material,37
2025-03-24,9,Material,87
2025-03-24,10,Quality,82
2025-03-24,10,Plannedmaintenance,71
2025-03-24,12,Setup,80
2025-03-24,14,Setup,73
2025-03-24,15,Breakdown,62
2025-03-25,1,Setup,45
2025-03-25,5,Setup,18
2025-03-25,6,Breakdown,42
2025-03-25,7,Setup,14
2025-03-25,7,Quality,24
2025-03-25,8,Breakdown,88
2025-03-25,8,Setup,21
2025-03-25,9,Breakdown,32
2025-03-25,10,Quality,23
2025-03-25,11,Breakdown,54
2025-03-25,12,Breakdown,39
2025-03-25,12,Quality,43
2025-03-25,13,Breakdown,21
2025-03-26,1,Plannedmaintenance,79
2025-03-26,2,Setup,20
2025-03-26,2,Material,61
2025-03-26,3,Material,37
2025-03-26,4,Breakdown,49
2025-03-26,4,Setup,56
2025-03-26,7,Setup,19
2025-03-26,8,Breakdown,45
2025-03-26,9,Material,15
2025-03-26,9,Quality,70
2025-03-26,10,Plannedmaintenance,68
2025-03-26,10,Material,28
2025-03-26,11,Material,76
2025-03-26,12,Material,81
2025-03-27,3,Breakdown,31
2025-03-27,3,Setup,25
2025-03-27,5,Breakdown,37
2025-03-27,5,Breakdown,45
2025-03-27,6,Material,85
2025-03-27,6,Breakdown,53
2025-03-27,7,Setup,15
2025-03-27,8,Setup,79
2025-03-27,8,Setup,56
2025-03-27,11,Setup,15
2025-03-27,12,Quality,60
2025-03-27,14,Setup,59
2025-03-27,15,Breakdown,58
2025-03-28,2,Breakdown,82
2025-03-28,2,Quality,45
2025-03-28,3,Breakdown,69
2025-03-28,4,Material,31
2025-03-28,6,Breakdown,58
2025-03-28,7,Setup,50
2025-03-28,7,Breakdown,89
2025-03-28,8,Breakdown,18
2025-03-28,9,Quality,36
2025-03-28,10,Breakdown,32
2025-03-28,10,Setup,48
2025-03-28,11,Setup,22
2025-03-28,11,Plannedmaintenance,70
2025-03-28,13,Breakdown,66
2025-03-28,14,Quality,79
2025-03-28,14,Breakdown,31
2025-03-28,15,Breakdown,33
2025-03-29,1,Setup,78
2025-03-29,1,Setup,25
2025-03-29,3,Setup,66
2025-03-29,3,Quality,82
2025-03-29,5,Material,12
2025-03-29,7,Material,49
2025-03-29,8,Material,60
2025-03-29,8,Breakdown,38
2025-03-29,12,Setup,31
2025-03-29,12,Breakdown,41
2025-03-29,13,Breakdown,26
2025-03-29,13,Quality,76
2025-03-29,14,Quality,72
2025-03-29,15,Setup,67
2025-03-29,15,Quality,14
2025-03-30,1,Material,17
2025-03-30,2,Material,22
2025-03-30,2,Quality,14
2025-03-30,3,Quality,82
2025-03-30,5,Quality,49
2025-03-30,5,Breakdown,64
2025-03-30,7,Quality,70
2025-03-30,7,Setup,15
2025-03-30,8,Breakdown,82
2025-03-30,8,Breakdown,88
2025-03-30,9,Quality,40
2025-03-30,11,Quality,74
2025-03-30,11,Breakdown,12
2025-03-30,13,Setup,54
2025-03-30,15,Breakdown,82
2025-03-30,15,Setup,24
2025-03-31,1,Setup,66
2025-03-31,1,Material,58
2025-03-31,3,Setup,57
2025-03-31,3,Quality,76
2025-03-31,4,Plannedmaintenance,26
2025-03-31,4,Setup,67
2025-03-31,5,Quality,45
2025-03-31,6,Material,11
2025-03-31,7,Breakdown,48
2025-03-31,7,Quality,57
2025-03-31,11,Material,82
2025-03-31,14,Breakdown,57
2025-03-31,14,Material,56
2025-03-31,15,Breakdown,86
2025-04-01,1,Material,67
2025-04-01,2,Material,23
2025-04-01,2,Quality,57
2025-04-01,4,Breakdown,86
2025-04-01,5,Setup,68
2025-04-01,5,Setup,48
2025-04-01,12,Quality,29
2025-04-01,12,Breakdown,16
2025-04-01,13,Breakdown,25
2025-04-01,14,Breakdown,80
2025-04-02,1,Material,42
2025-04-02,1,Breakdown,73
2025-04-02,3,Breakdown,84
2025-04-02,7,Plannedmaintenance,45
2025-04-02,9,Breakdown,75
2025-04-02,9,Setup,85
2025-04-02,10,Plannedmaintenance,40
2025-04-02,10,Setup,73
2025-04-02,11,Breakdown,88
2025-04-02,11,Breakdown,88
2025-04-02,12,Setup,29
2025-04-02,12,Breakdown,53
2025-04-02,13,Breakdown,80
2025-04-02,13,Setup,52
2025-04-02,15,Quality,14
2025-04-02,15,Plannedmaintenance,47
2025-04-03,3,Setup,27
2025-04-03,3,Setup,54
2025-04-03,4,Plannedmaintenance,42
2025-04-03,4,Breakdown,82
2025-04-03,5,Quality,65
2025-04-03,5,Material,53
2025-04-03,7,Setup,25
2025-04-03,9,Quality,85
2025-04-03,9,Material,15
2025-04-03,10,Setup,51
2025-04-03,11,Material,38
2025-04-03,11,Material,28
2025-04-03,12,Plannedmaintenance,30
2025-04-03,12,Breakdown,37
2025-04-03,14,Quality,69
2025-04-03,15,Breakdown,86
2025-04-04,1,Material,38
2025-04-04,1,Breakdown,24
2025-04-04,4,Setup,12
2025-04-04,5,Breakdown,19
2025-04-04,5,Material,86
2025-04-04,7,Plannedmaintenance,44
2025-04-04,7,Breakdown,87
2025-04-04,10,Breakdown,21
2025-04-04,10,Material,79
2025-04-04,12,Breakdown,89
2025-04-04,12,Setup,21
2025-04-04,13,Breakdown,23
2025-04-04,13,Quality,57
2025-04-04,15,Breakdown,74
2025-04-04,15,Quality,20
2025-04-05,2,Quality,79
2025-04-05,2,Setup,71
2025-04-05,4,Material,69
2025-04-05,5,Breakdown,34
2025-04-05,6,Plannedmaintenance,59
2025-04-05,6,Material,75
2025-04-05,7,Quality,89
2025-04-05,7,Breakdown,70
2025-04-05,8,Setup,88
2025-04-05,8,Quality,39
2025-04-05,9,Material,53
2025-04-05,9,Breakdown,12
2025-04-05,10,Material,77
2025-04-05,10,Breakdown,62
2025-04-05,12,Plannedmaintenance,83
2025-04-05,12,Setup,68
2025-04-05,13,Quality,88
2025-04-05,14,Quality,36
2025-04-05,15,Breakdown,19
2025-04-05,15,Material,13
2025-04-06,1,Setup,21
2025-04-06,1,Setup,49
2025-04-06,2,Material,16
2025-04-06,2,Setup,29
2025-04-06,3,Setup,76
2025-04-06,3,Plannedmaintenance,21
2025-04-06,4,Material,41
2025-04-06,4,Quality,47
2025-04-06,5,Material,28
2025-04-06,5,Setup,38
2025-04-06,6,Breakdown,72
2025-04-06,6,Plannedmaintenance,25
2025-04-06,7,Breakdown,79
2025-04-06,8,Quality,81
2025-04-06,9,Plannedmaintenance,73
2025-04-06,10,Setup,75
2025-04-06,10,Material,38
2025-04-06,11,Breakdown,54
2025-04-06,11,Setup,12
2025-04-06,12,Setup,51
2025-04-06,13,Quality,23
2025-04-06,13,Breakdown,17
2025-04-06,14,Breakdown,59
2025-04-06,15,Quality,74
2025-04-06,15,Setup,33
2025-04-07,2,Breakdown,13
2025-04-07,4,Material,32
2025-04-07,5,Breakdown,11
2025-04-07,6,Setup,38
2025-04-07,6,Plannedmaintenance,47
2025-04-07,7,Breakdown,75
2025-04-07,7,Material,86
2025-04-07,8,Material,78
2025-04-07,8,Plannedmaintenance,12
2025-04-07,9,Plannedmaintenance,76
2025-04-07,10,Breakdown,24
2025-04-07,10,Quality,57
2025-04-07,11,Setup,31
2025-04-07,11,Setup,33
2025-04-07,12,Setup,67
2025-04-07,12,Quality,25
2025-04-07,13,Setup,50
2025-04-07,13,Breakdown,48
2025-04-08,1,Material,32
2025-04-08,1,Quality,22
2025-04-08,3,Plannedmaintenance,39
2025-04-08,3,Setup,10
2025-04-08,4,Breakdown,73
2025-04-08,4,Material,69
2025-04-08,5,Plannedmaintenance,53
2025-04-08,6,Material,15
2025-04-08,7,Setup,76
2025-04-08,7,Breakdown,79
2025-04-08,9,Quality,74
2025-04-08,9,Breakdown,73
2025-04-08,12,Material,42
2025-04-08,12,Setup,56
2025-04-08,13,Setup,21
2025-04-08,14,Material,13
2025-04-08,14,Quality,20
2025-04-08,15,Breakdown,28
2025-04-09,1,Setup,31
2025-04-09,1,Material,68
2025-04-09,2,Breakdown,47
2025-04-09,2,Breakdown,55
2025-04-09,4,Plannedmaintenance,59
2025-04-09,5,Breakdown,70
2025-04-09,6,Setup,10
2025-04-09,6,Breakdown,79
2025-04-09,7,Quality,24
2025-04-09,7,Material,41
2025-04-09,9,Plannedmaintenance,80
2025-04-09,11,Breakdown,28
2025-04-09,12,Plannedmaintenance,19
2025-04-09,12,Material,37
2025-04-09,13,Quality,36
2025-04-09,13,Quality,79
2025-04-09,15,Setup,32
2025-04-10,1,Breakdown,37
2025-04-10,1,Plannedmaintenance,42
2025-04-10,5,Setup,84
2025-04-10,5,Setup,75
2025-04-10,7,Material,26
2025-04-10,8,Setup,62
2025-04-10,8,Setup,76
2025-04-10,9,Setup,82
2025-04-10,10,Material,75
2025-04-10,10,Breakdown,46
2025-04-10,11,Quality,21
2025-04-10,13,Setup,81
2025-04-10,14,Plannedmaintenance,82
2025-04-10,15,Setup,10
2025-04-11,1,Plannedmaintenance,17
2025-04-11,1,Breakdown,74
2025-04-11,5,Setup,19
2025-04-11,5,Breakdown,38
2025-04-11,6,Quality,46
2025-04-11,8,Setup,85
2025-04-11,9,Plannedmaintenance,33
2025-04-11,10,Setup,32
2025-04-11,12,Breakdown,21
2025-04-11,12,Setup,68
2025-04-11,13,Material,87
2025-04-11,13,Setup,32
2025-04-11,14,Breakdown,57
2025-04-11,15,Quality,28
2025-04-12,1,Setup,24
2025-04-12,2,Plannedmaintenance,15
2025-04-12,3,Setup,25
2025-04-12,3,Setup,35
2025-04-12,4,Setup,63
2025-04-12,5,Quality,60
2025-04-12,7,Material,55
2025-04-12,8,Quality,17
2025-04-12,9,Breakdown,48
2025-04-12,10,Material,41
2025-04-12,10,Breakdown,51
2025-04-12,11,Setup,58
2025-04-12,11,Setup,60
2025-04-12,13,Plannedmaintenance,48
2025-04-13,2,Breakdown,19
2025-04-13,2,Quality,46
2025-04-13,3,Breakdown,68
2025-04-13,4,Breakdown,12
2025-04-13,4,Setup,27
2025-04-13,5,Material,50
2025-04-13,5,Quality,86
2025-04-13,7,Material,12
2025-04-13,7,Material,83
2025-04-13,8,Quality,37
2025-04-13,8,Quality,72
2025-04-13,9,Setup,36
2025-04-13,10,Plannedmaintenance,84
2025-04-13,10,Plannedmaintenance,70
2025-04-13,12,Setup,57
2025-04-13,13,Breakdown,21
2025-04-13,13,Breakdown,88
2025-04-13,14,Breakdown,76
2025-04-13,15,Setup,82
2025-04-14,1,Setup,32
2025-04-14,1,Breakdown,70
2025-04-14,4,Quality,60
2025-04-14,4,Breakdown,35
2025-04-14,5,Setup,64
2025-04-14,6,Plannedmaintenance,41
2025-04-14,6,Breakdown,87
2025-04-14,7,Quality,17
2025-04-14,7,Breakdown,78
2025-04-14,8,Setup,27
2025-04-14,13,Breakdown,18
2025-04-14,15,Quality,67
2025-04-14,15,Material,57
2025-04-15,1,Breakdown,43
2025-04-15,1,Breakdown,30
2025-04-15,2,Quality,61
2025-04-15,3,Quality,25
2025-04-15,5,Material,77
2025-04-15,5,Setup,60
2025-04-15,6,Setup,20
2025-04-15,10,Setup,83
2025-04-15,10,Breakdown,25
2025-04-15,11,Material,14
2025-04-15,11,Setup,33
2025-04-15,12,Material,78
2025-04-15,12,Breakdown,57
2025-04-15,14,Breakdown,22
2025-04-15,15,Setup,30
2025-04-15,15,Breakdown,80
2025-04-16,1,Material,26
2025-04-16,2,Breakdown,84
2025-04-16,2,Material,65
2025-04-16,3,Setup,29
2025-04-16,3,Plannedmaintenance,35
2025-04-16,4,Quality,63
2025-04-16,5,Material,88
2025-04-16,6,Quality,55
2025-04-16,7,Setup,61
2025-04-16,7,Setup,85
2025-04-16,10,Quality,61
2025-04-16,11,Setup,47
2025-04-16,11,Material,40
2025-04-16,14,Setup,61
2025-04-16,14,Breakdown,54
2025-04-16,15,Breakdown,42
2025-04-16,15,Setup,79
2025-04-17,2,Quality,53
2025-04-17,2,Plannedmaintenance,58
2025-04-17,3,Quality,49
2025-04-17,3,Breakdown,67
2025-04-17,4,Plannedmaintenance,49
2025-04-17,4,Setup,37
2025-04-17,5,Quality,53
2025-04-17,5,Setup,53
2025-04-17,6,Breakdown,75
2025-04-17,6,Breakdown,50
2025-04-17,8,Setup,79
2025-04-17,10,Breakdown,34
2025-04-17,10,Setup,10
2025-04-17,11,Breakdown,77
2025-04-17,14,Quality,21
2025-04-17,14,Setup,35
2025-04-18,1,Breakdown,36
2025-04-18,3,Setup,37
2025-04-18,4,Quality,20
2025-04-18,4,Material,26
2025-04-18,5,Quality,70
2025-04-18,9,Breakdown,18
2025-04-18,10,Material,79
2025-04-19,5,Breakdown,21
2025-04-19,5,Quality,43
2025-04-19,7,Breakdown,54
2025-04-19,7,Setup,15
2025-04-19,9,Breakdown,37
2025-04-19,10,Breakdown,66
2025-04-19,11,Breakdown,72
2025-04-19,12,Plannedmaintenance,76
2025-04-19,14,Material,15
2025-04-19,15,Breakdown,45
2025-04-19,15,Breakdown,66
2025-04-20,1,Plannedmaintenance,59
2025-04-20,1,Setup,28
2025-04-20,3,Quality,34
2025-04-20,3,Quality,37
2025-04-20,6,Quality,31
2025-04-20,9,Setup,15
2025-04-20,10,Material,83
2025-04-20,10,Breakdown,16
2025-04-20,11,Breakdown,42
2025-04-20,11,Material,57
2025-04-20,13,Quality,84
2025-04-20,14,Setup,77
2025-04-20,14,Breakdown,30
2025-04-20,15,Material,85
2025-04-21,2,Breakdown,63
2025-04-21,2,Material,44
2025-04-21,3,Breakdown,72
2025-04-21,5,Breakdown,34
2025-04-21,5,Breakdown,68
2025-04-21,6,Breakdown,70
2025-04-21,6,Quality,29
2025-04-21,7,Quality,73
2025-04-21,7,Setup,49
2025-04-21,8,Quality,34
2025-04-21,8,Plannedmaintenance,65
2025-04-21,9,Setup,14
2025-04-21,10,Breakdown,77
2025-04-21,10,Breakdown,37
2025-04-21,14,Breakdown,82
2025-04-22,2,Setup,13
2025-04-22,3,Plannedmaintenance,67
