prod_date,machine_id,shift_id,sku,units_good,units_scrap,units_total
2025-02-19,2,1,SKU034,775,102,877
2025-02-19,2,3,SKU039,740,54,794
2025-02-19,3,1,SKU033,574,11,585
2025-02-19,3,2,SKU007,519,7,526
2025-02-19,3,3,SKU027,393,50,443
2025-02-19,4,1,SKU029,261,38,299
2025-02-19,4,3,SKU014,542,1,543
2025-02-19,5,1,SKU005,275,20,295
2025-02-19,5,3,SKU021,546,66,612
2025-02-19,6,1,SKU002,787,58,845
2025-02-19,6,2,SKU035,326,30,356
2025-02-19,7,1,SKU014,622,22,644
2025-02-19,7,2,SKU011,439,21,460
2025-02-19,7,3,SKU005,777,113,890
2025-02-19,8,1,SKU010,678,49,727
2025-02-19,8,2,SKU017,781,108,889
2025-02-19,9,1,SKU025,264,25,289
2025-02-19,9,2,SKU034,722,61,783
2025-02-19,9,3,SKU024,352,44,396
2025-02-19,10,1,SKU028,491,68,559
2025-02-19,10,3,SKU004,738,95,833
2025-02-19,11,1,SKU039,607,86,693
2025-02-19,11,2,SKU016,419,38,457
2025-02-19,11,3,SKU009,753,69,822
2025-02-19,12,2,SKU007,717,1,718
2025-02-19,12,3,SKU023,370,47,417
2025-02-19,13,1,SKU031,257,14,271
2025-02-19,13,2,SKU009,761,84,845
2025-02-19,13,3,SKU026,442,56,498
2025-02-19,14,1,SKU038,797,20,817
2025-02-19,14,2,SKU008,261,32,293
2025-02-19,14,3,SKU031,401,22,423
2025-02-19,15,1,SKU021,738,46,784
2025-02-19,15,2,SKU033,251,1,252
2025-02-19,15,3,SKU025,324,7,331
2025-02-20,1,1,SKU039,446,24,470
2025-02-20,1,3,SKU002,300,4,304
2025-02-20,2,1,SKU036,353,8,361
2025-02-20,2,2,SKU002,377,9,386
2025-02-20,2,3,SKU026,604,8,612
2025-02-20,3,1,SKU007,451,11,462
2025-02-20,3,2,SKU015,299,19,318
2025-02-20,4,1,SKU024,611,42,653
2025-02-20,4,2,SKU023,674,64,738
2025-02-20,4,3,SKU026,225,12,237
2025-02-20,5,1,SKU025,513,32,545
2025-02-20,5,2,SKU030,787,7,794
2025-02-20,5,3,SKU018,221,5,226
2025-02-20,6,1,SKU018,397,48,445
2025-02-20,6,2,SKU006,602,15,617
2025-02-20,6,3,SKU014,694,34,728
2025-02-20,7,1,SKU019,249,22,271
2025-02-20,7,2,SKU034,511,18,529
2025-02-20,7,3,SKU013,238,4,242
2025-02-20,8,3,SKU038,558,69,627
2025-02-20,9,1,SKU039,373,44,417
2025-02-20,9,2,SKU028,241,0,241
2025-02-20,10,1,SKU027,676,5,681
2025-02-20,10,2,SKU018,519,36,555
2025-02-20,10,3,SKU025,248,27,275
2025-02-20,11,1,SKU001,703,27,730
2025-02-20,11,2,SKU035,777,13,790
2025-02-20,11,3,SKU034,741,27,768
2025-02-20,12,1,SKU030,618,12,630
2025-02-20,12,2,SKU022,471,14,485
2025-02-20,12,3,SKU039,365,30,395
2025-02-20,13,1,SKU036,402,40,442
2025-02-20,13,3,SKU024,296,17,313
2025-02-20,14,2,SKU013,364,11,375
2025-02-20,14,3,SKU031,712,104,816
2025-02-20,15,1,SKU033,657,68,725
2025-02-20,15,2,SKU031,236,15,251
2025-02-20,15,3,SKU026,553,65,618
2025-02-21,1,1,SKU024,214,14,228
2025-02-21,1,2,SKU040,679,58,737
2025-02-21,1,3,SKU024,788,91,879
2025-02-21,2,1,SKU001,750,94,844
2025-02-21,2,2,SKU025,204,13,217
2025-02-21,2,3,SKU002,557,62,619
2025-02-21,3,1,SKU024,737,15,752
2025-02-21,3,2,SKU026,502,15,517
2025-02-21,3,3,SKU035,787,75,862
2025-02-21,4,1,SKU039,603,71,674
2025-02-21,4,2,SKU008,366,1,367
2025-02-21,4,3,SKU008,314,45,359
2025-02-21,5,2,SKU024,239,19,258
2025-02-21,5,3,SKU013,242,35,277
2025-02-21,6,1,SKU017,708,5,713
2025-02-21,6,3,SKU010,738,91,829
2025-02-21,7,1,SKU012,659,57,716
2025-02-21,7,2,SKU003,625,33,658
2025-02-21,8,2,SKU033,559,23,582
2025-02-21,9,1,SKU002,614,56,670
2025-02-21,9,2,SKU016,341,45,386
2025-02-21,9,3,SKU025,366,40,406
2025-02-21,10,1,SKU002,636,36,672
2025-02-21,10,2,SKU037,701,17,718
2025-02-21,11,1,SKU004,338,15,353
2025-02-21,11,2,SKU035,723,36,759
2025-02-21,11,3,SKU016,588,58,646
2025-02-21,12,1,SKU005,445,53,498
2025-02-21,12,2,SKU030,244,6,250
2025-02-21,12,3,SKU021,310,14,324
2025-02-21,13,1,SKU024,450,27,477
2025-02-21,13,2,SKU038,292,9,301
2025-02-21,13,3,SKU032,600,77,677
2025-02-21,14,1,SKU012,498,13,511
2025-02-21,14,2,SKU007,416,3,419
2025-02-21,15,1,SKU012,612,44,656
2025-02-21,15,3,SKU036,771,42,813
2025-02-22,1,1,SKU033,492,50,542
2025-02-22,1,2,SKU018,654,43,697
2025-02-22,1,3,SKU035,459,24,483
2025-02-22,2,1,SKU002,753,72,825
2025-02-22,2,2,SKU037,435,26,461
2025-02-22,2,3,SKU009,785,104,889
2025-02-22,3,2,SKU027,682,52,734
2025-02-22,3,3,SKU032,732,9,741
2025-02-22,4,1,SKU034,568,43,611
2025-02-22,4,3,SKU031,681,82,763
2025-02-22,5,1,SKU021,336,3,339
2025-02-22,5,2,SKU023,254,35,289
2025-02-22,5,3,SKU018,691,98,789
2025-02-22,6,2,SKU034,700,56,756
2025-02-22,6,3,SKU021,528,29,557
2025-02-22,7,1,SKU039,202,7,209
2025-02-22,7,2,SKU019,626,23,649
2025-02-22,7,3,SKU023,451,66,517
2025-02-22,8,1,SKU020,425,46,471
2025-02-22,8,2,SKU035,776,84,860
2025-02-22,8,3,SKU027,611,52,663
2025-02-22,9,1,SKU010,341,38,379
2025-02-22,9,2,SKU014,461,37,498
2025-02-22,9,3,SKU021,525,18,543
2025-02-22,10,1,SKU017,796,32,828
2025-02-22,10,3,SKU010,238,3,241
2025-02-22,11,1,SKU024,423,8,431
2025-02-22,11,2,SKU032,328,46,374
2025-02-22,11,3,SKU022,728,26,754
2025-02-22,12,1,SKU039,283,12,295
2025-02-22,12,2,SKU025,514,40,554
2025-02-22,12,3,SKU006,659,51,710
2025-02-22,13,1,SKU027,531,34,565
2025-02-22,13,2,SKU017,509,13,522
2025-02-22,13,3,SKU007,279,39,318
2025-02-22,14,2,SKU006,696,43,739
2025-02-22,14,3,SKU003,259,37,296
2025-02-22,15,2,SKU028,621,36,657
2025-02-22,15,3,SKU016,621,29,650
2025-02-23,1,1,SKU027,286,25,311
2025-02-23,1,2,SKU026,437,58,495
2025-02-23,1,3,SKU025,682,52,734
2025-02-23,2,1,SKU038,704,12,716
2025-02-23,2,2,SKU038,252,20,272
2025-02-23,2,3,SKU014,674,14,688
2025-02-23,3,1,SKU003,226,14,240
2025-02-23,3,2,SKU028,740,88,828
2025-02-23,3,3,SKU014,314,9,323
2025-02-23,4,1,SKU028,344,26,370
2025-02-23,4,2,SKU027,362,15,377
2025-02-23,4,3,SKU017,614,79,693
2025-02-23,5,1,SKU011,540,30,570
2025-02-23,5,2,SKU035,650,95,745
2025-02-23,5,3,SKU016,739,2,741
2025-02-23,6,1,SKU032,611,71,682
2025-02-23,6,3,SKU016,589,43,632
2025-02-23,7,1,SKU001,556,5,561
2025-02-23,7,2,SKU017,216,22,238
2025-02-23,8,1,SKU017,267,38,305
2025-02-23,8,2,SKU013,309,21,330
2025-02-23,8,3,SKU038,414,36,450
2025-02-23,9,3,SKU013,327,14,341
2025-02-23,10,1,SKU021,264,12,276
2025-02-23,10,2,SKU034,321,9,330
2025-02-23,10,3,SKU002,498,0,498
2025-02-23,11,1,SKU032,420,12,432
2025-02-23,11,2,SKU027,462,33,495
2025-02-23,11,3,SKU025,543,1,544
2025-02-23,12,1,SKU036,613,79,692
2025-02-23,12,3,SKU029,397,58,455
2025-02-23,13,1,SKU020,354,38,392
2025-02-23,13,2,SKU011,691,10,701
2025-02-23,13,3,SKU004,746,71,817
2025-02-23,14,1,SKU021,244,12,256
2025-02-23,14,2,SKU002,321,16,337
2025-02-23,14,3,SKU034,258,21,279
2025-02-23,15,1,SKU009,606,13,619
2025-02-23,15,2,SKU032,421,9,430
2025-02-23,15,3,SKU030,745,67,812
2025-02-24,1,1,SKU026,312,29,341
2025-02-24,1,2,SKU002,255,35,290
2025-02-24,1,3,SKU030,541,80,621
2025-02-24,2,1,SKU025,207,25,232
2025-02-24,2,2,SKU002,681,68,749
2025-02-24,2,3,SKU026,508,21,529
2025-02-24,3,1,SKU031,528,15,543
2025-02-24,3,2,SKU039,718,17,735
2025-02-24,3,3,SKU024,369,47,416
2025-02-24,4,1,SKU007,746,81,827
2025-02-24,4,2,SKU010,539,8,547
2025-02-24,5,1,SKU013,618,12,630
2025-02-24,5,2,SKU030,373,19,392
2025-02-24,5,3,SKU019,688,50,738
2025-02-24,6,1,SKU015,392,17,409
2025-02-24,6,3,SKU007,361,15,376
2025-02-24,7,1,SKU035,270,27,297
2025-02-24,7,2,SKU010,600,52,652
2025-02-24,7,3,SKU030,421,41,462
2025-02-24,8,1,SKU028,472,18,490
2025-02-24,8,2,SKU007,575,70,645
2025-02-24,8,3,SKU017,227,0,227
2025-02-24,9,1,SKU019,409,12,421
2025-02-24,9,3,SKU009,413,48,461
2025-02-24,10,3,SKU024,293,39,332
2025-02-24,11,1,SKU004,317,42,359
2025-02-24,11,2,SKU032,292,41,333
2025-02-24,11,3,SKU005,252,23,275
2025-02-24,12,1,SKU008,552,38,590
2025-02-24,12,2,SKU008,523,7,530
2025-02-24,13,1,SKU007,570,32,602
2025-02-24,13,2,SKU009,252,23,275
2025-02-24,13,3,SKU040,744,52,796
2025-02-24,14,1,SKU010,683,41,724
2025-02-24,14,2,SKU008,691,13,704
2025-02-24,14,3,SKU015,687,51,738
2025-02-24,15,1,SKU009,411,5,416
2025-02-24,15,2,SKU001,299,5,304
2025-02-25,1,1,SKU023,353,11,364
2025-02-25,1,3,SKU022,652,46,698
2025-02-25,2,1,SKU014,267,25,292
2025-02-25,3,1,SKU012,671,92,763
2025-02-25,3,2,SKU040,631,36,667
2025-02-25,3,3,SKU002,470,28,498
2025-02-25,4,1,SKU039,764,10,774
2025-02-25,4,2,SKU015,390,6,396
2025-02-25,4,3,SKU008,277,0,277
2025-02-25,5,1,SKU003,268,39,307
2025-02-25,5,2,SKU012,288,30,318
2025-02-25,5,3,SKU027,265,21,286
2025-02-25,6,2,SKU014,520,23,543
2025-02-25,6,3,SKU040,271,18,289
2025-02-25,7,3,SKU016,419,60,479
2025-02-25,8,1,SKU017,330,11,341
2025-02-25,8,2,SKU018,493,48,541
2025-02-25,8,3,SKU035,242,20,262
2025-02-25,9,1,SKU023,498,2,500
2025-02-25,9,2,SKU027,335,17,352
2025-02-25,9,3,SKU034,242,7,249
2025-02-25,10,2,SKU040,450,31,481
2025-02-25,10,3,SKU036,441,3,444
2025-02-25,11,1,SKU019,311,36,347
2025-02-25,11,3,SKU010,711,69,780
2025-02-25,12,3,SKU012,675,97,772
2025-02-25,13,1,SKU019,616,3,619
2025-02-25,13,2,SKU019,317,5,322
2025-02-25,13,3,SKU023,308,44,352
2025-02-25,14,1,SKU028,538,60,598
2025-02-25,14,3,SKU021,223,3,226
2025-02-25,15,1,SKU030,312,39,351
2025-02-25,15,2,SKU017,368,0,368
2025-02-25,15,3,SKU037,397,53,450
2025-02-26,1,1,SKU005,604,54,658
2025-02-26,1,2,SKU038,427,5,432
2025-02-26,1,3,SKU005,201,25,226
2025-02-26,2,1,SKU005,701,40,741
2025-02-26,2,2,SKU025,716,93,809
2025-02-26,2,3,SKU017,263,35,298
2025-02-26,3,3,SKU031,554,20,574
2025-02-26,4,1,SKU026,702,19,721
2025-02-26,4,3,SKU004,222,5,227
2025-02-26,5,1,SKU014,649,19,668
2025-02-26,5,2,SKU032,325,10,335
2025-02-26,5,3,SKU018,491,9,500
2025-02-26,6,2,SKU020,650,43,693
2025-02-26,6,3,SKU036,571,0,571
2025-02-26,7,1,SKU038,341,36,377
2025-02-26,7,2,SKU035,552,59,611
2025-02-26,7,3,SKU027,362,32,394
2025-02-26,8,2,SKU008,628,62,690
2025-02-26,8,3,SKU014,385,21,406
2025-02-26,9,1,SKU036,533,59,592
2025-02-26,9,2,SKU022,323,1,324
2025-02-26,9,3,SKU037,465,11,476
2025-02-26,10,1,SKU024,251,35,286
2025-02-26,10,2,SKU031,629,36,665
2025-02-26,10,3,SKU018,492,35,527
2025-02-26,11,1,SKU003,405,21,426
2025-02-26,11,2,SKU018,311,39,350
2025-02-26,11,3,SKU015,663,51,714
2025-02-26,12,1,SKU024,655,42,697
2025-02-26,12,2,SKU032,752,77,829
2025-02-26,12,3,SKU014,702,95,797
2025-02-26,13,1,SKU024,492,49,541
2025-02-26,13,2,SKU011,541,25,566
2025-02-26,13,3,SKU019,794,86,880
2025-02-26,14,1,SKU004,240,19,259
2025-02-26,14,3,SKU010,506,47,553
2025-02-26,15,1,SKU022,542,3,545
2025-02-26,15,2,SKU025,533,76,609
2025-02-26,15,3,SKU025,387,24,411
2025-02-27,1,1,SKU007,575,38,613
2025-02-27,1,3,SKU024,605,38,643
2025-02-27,2,1,SKU030,212,7,219
2025-02-27,2,2,SKU034,234,20,254
2025-02-27,2,3,SKU007,751,75,826
2025-02-27,3,1,SKU004,270,34,304
2025-02-27,3,2,SKU034,232,10,242
2025-02-27,3,3,SKU009,601,77,678
2025-02-27,4,1,SKU040,600,69,669
2025-02-27,4,2,SKU025,348,7,355
2025-02-27,4,3,SKU020,778,14,792
2025-02-27,5,1,SKU024,615,72,687
2025-02-27,5,2,SKU029,646,29,675
2025-02-27,5,3,SKU007,432,27,459
2025-02-27,6,2,SKU014,286,22,308
2025-02-27,6,3,SKU004,224,28,252
2025-02-27,7,1,SKU016,214,20,234
2025-02-27,7,3,SKU021,485,9,494
2025-02-27,8,1,SKU010,384,5,389
2025-02-27,8,2,SKU027,298,13,311
2025-02-27,8,3,SKU018,520,59,579
2025-02-27,9,1,SKU038,524,52,576
2025-02-27,9,2,SKU027,707,32,739
2025-02-27,9,3,SKU004,578,28,606
2025-02-27,10,1,SKU039,463,4,467
2025-02-27,10,2,SKU026,254,0,254
2025-02-27,10,3,SKU025,333,34,367
2025-02-27,11,1,SKU023,454,29,483
2025-02-27,11,2,SKU008,432,45,477
2025-02-27,11,3,SKU016,413,15,428
2025-02-27,12,1,SKU024,228,31,259
2025-02-27,12,3,SKU040,538,76,614
2025-02-27,13,1,SKU029,485,2,487
2025-02-27,13,2,SKU024,624,21,645
2025-02-27,13,3,SKU001,404,47,451
2025-02-27,14,1,SKU018,624,91,715
2025-02-27,14,2,SKU018,755,54,809
2025-02-27,14,3,SKU022,717,50,767
2025-02-27,15,1,SKU027,399,7,406
2025-02-27,15,2,SKU025,799,30,829
2025-02-27,15,3,SKU036,728,38,766
2025-02-28,1,1,SKU036,443,49,492
2025-02-28,1,2,SKU005,509,40,549
2025-02-28,1,3,SKU032,629,51,680
2025-02-28,2,1,SKU027,573,0,573
2025-02-28,2,2,SKU013,401,49,450
2025-02-28,2,3,SKU011,343,20,363
2025-02-28,3,1,SKU010,206,29,235
2025-02-28,3,3,SKU035,717,29,746
2025-02-28,4,1,SKU002,747,12,759
2025-02-28,4,2,SKU024,632,65,697
2025-02-28,5,1,SKU005,264,30,294
2025-02-28,5,3,SKU021,458,3,461
2025-02-28,6,1,SKU035,241,4,245
2025-02-28,6,2,SKU007,468,41,509
2025-02-28,6,3,SKU018,533,51,584
2025-02-28,7,1,SKU015,711,17,728
2025-02-28,7,2,SKU030,449,7,456
2025-02-28,7,3,SKU028,256,21,277
2025-02-28,8,1,SKU006,368,27,395
2025-02-28,8,2,SKU024,268,17,285
2025-02-28,8,3,SKU029,504,41,545
2025-02-28,9,1,SKU021,407,8,415
2025-02-28,9,2,SKU001,305,21,326
2025-02-28,9,3,SKU022,214,22,236
2025-02-28,10,1,SKU030,400,50,450
2025-02-28,10,2,SKU006,218,13,231
2025-02-28,10,3,SKU012,334,0,334
2025-02-28,11,1,SKU038,318,46,364
2025-02-28,11,2,SKU017,329,29,358
2025-02-28,12,1,SKU029,224,28,252
2025-02-28,12,2,SKU004,742,95,837
2025-02-28,12,3,SKU038,361,50,411
2025-02-28,13,1,SKU021,466,7,473
2025-02-28,13,2,SKU018,726,52,778
2025-02-28,13,3,SKU027,265,0,265
2025-02-28,14,1,SKU020,585,17,602
2025-02-28,14,2,SKU013,351,41,392
2025-02-28,14,3,SKU023,481,53,534
2025-02-28,15,3,SKU021,357,35,392
2025-03-01,1,1,SKU010,721,82,803
2025-03-01,1,2,SKU023,700,71,771
2025-03-01,2,1,SKU023,208,19,227
2025-03-01,2,2,SKU033,591,18,609
2025-03-01,3,1,SKU031,546,60,606
2025-03-01,3,2,SKU017,491,35,526
2025-03-01,4,2,SKU035,539,67,606
2025-03-01,5,1,SKU009,346,17,363
2025-03-01,5,2,SKU001,514,58,572
2025-03-01,5,3,SKU014,548,0,548
2025-03-01,6,1,SKU027,628,49,677
2025-03-01,6,2,SKU011,334,33,367
2025-03-01,6,3,SKU022,657,55,712
2025-03-01,7,1,SKU004,276,34,310
2025-03-01,7,2,SKU027,572,67,639
2025-03-01,7,3,SKU026,663,90,753
2025-03-01,8,2,SKU015,252,5,257
2025-03-01,8,3,SKU031,664,58,722
2025-03-01,9,1,SKU014,638,62,700
2025-03-01,9,2,SKU034,433,9,442
2025-03-01,9,3,SKU023,364,7,371
2025-03-01,10,2,SKU013,792,95,887
2025-03-01,10,3,SKU034,273,34,307
2025-03-01,11,1,SKU030,537,4,541
2025-03-01,11,2,SKU015,312,41,353
2025-03-01,11,3,SKU003,717,31,748
2025-03-01,12,1,SKU004,406,17,423
2025-03-01,12,2,SKU014,755,88,843
2025-03-01,12,3,SKU032,755,34,789
2025-03-01,13,1,SKU026,630,15,645
2025-03-01,13,3,SKU001,242,34,276
2025-03-01,14,1,SKU031,327,26,353
2025-03-01,14,2,SKU034,496,18,514
2025-03-01,14,3,SKU018,329,30,359
2025-03-01,15,1,SKU028,798,42,840
2025-03-01,15,3,SKU010,510,22,532
2025-03-02,1,1,SKU016,636,34,670
2025-03-02,1,2,SKU007,464,16,480
2025-03-02,1,3,SKU010,729,100,829
2025-03-02,2,1,SKU031,263,23,286
2025-03-02,2,2,SKU017,719,1,720
2025-03-02,3,2,SKU010,531,6,537
2025-03-02,3,3,SKU013,505,20,525
2025-03-02,4,1,SKU031,612,57,669
2025-03-02,4,2,SKU015,396,48,444
2025-03-02,4,3,SKU019,406,19,425
2025-03-02,5,1,SKU006,560,56,616
2025-03-02,5,2,SKU010,282,20,302
2025-03-02,6,1,SKU002,699,9,708
2025-03-02,6,2,SKU040,233,2,235
2025-03-02,6,3,SKU026,258,27,285
2025-03-02,7,1,SKU002,745,93,838
2025-03-02,7,3,SKU038,588,27,615
2025-03-02,8,2,SKU024,631,80,711
2025-03-02,8,3,SKU027,772,98,870
2025-03-02,9,1,SKU017,332,28,360
2025-03-02,9,2,SKU016,627,40,667
2025-03-02,10,1,SKU032,437,27,464
2025-03-02,10,2,SKU033,335,5,340
2025-03-02,10,3,SKU003,278,1,279
2025-03-02,11,1,SKU025,597,50,647
2025-03-02,11,2,SKU039,323,20,343
2025-03-02,12,1,SKU022,578,59,637
2025-03-02,12,2,SKU033,395,15,410
2025-03-02,12,3,SKU025,483,29,512
2025-03-02,13,1,SKU025,322,25,347
2025-03-02,13,2,SKU026,467,10,477
2025-03-02,14,1,SKU035,777,45,822
2025-03-02,14,2,SKU014,258,36,294
2025-03-02,14,3,SKU036,491,39,530
2025-03-02,15,1,SKU008,601,52,653
2025-03-02,15,2,SKU001,429,12,441
2025-03-02,15,3,SKU037,609,16,625
2025-03-03,1,1,SKU033,472,46,518
2025-03-03,1,2,SKU037,606,2,608
2025-03-03,1,3,SKU026,305,3,308
2025-03-03,2,1,SKU039,527,27,554
2025-03-03,2,3,SKU016,573,43,616
2025-03-03,3,2,SKU038,459,32,491
2025-03-03,3,3,SKU019,619,57,676
2025-03-03,4,1,SKU010,443,17,460
2025-03-03,4,2,SKU003,629,65,694
2025-03-03,4,3,SKU012,252,10,262
2025-03-03,5,1,SKU028,383,34,417
2025-03-03,5,2,SKU015,528,13,541
2025-03-03,5,3,SKU026,408,19,427
2025-03-03,6,1,SKU004,460,62,522
2025-03-03,6,2,SKU023,365,9,374
2025-03-03,6,3,SKU035,257,8,265
2025-03-03,7,1,SKU009,701,85,786
2025-03-03,7,3,SKU005,272,22,294
2025-03-03,8,1,SKU038,535,68,603
2025-03-03,8,2,SKU021,373,13,386
2025-03-03,9,1,SKU013,583,63,646
2025-03-03,9,3,SKU024,529,12,541
2025-03-03,10,2,SKU019,584,50,634
2025-03-03,10,3,SKU026,624,77,701
2025-03-03,11,1,SKU010,202,0,202
2025-03-03,11,2,SKU034,525,66,591
2025-03-03,11,3,SKU012,664,20,684
2025-03-03,12,1,SKU026,314,35,349
2025-03-03,12,2,SKU033,272,9,281
2025-03-03,12,3,SKU036,576,39,615
2025-03-03,13,2,SKU026,305,6,311
2025-03-03,13,3,SKU036,353,42,395
2025-03-03,14,1,SKU008,688,102,790
2025-03-03,14,2,SKU017,764,69,833
2025-03-03,14,3,SKU037,511,8,519
2025-03-03,15,1,SKU026,217,29,246
2025-03-03,15,2,SKU033,324,25,349
2025-03-03,15,3,SKU010,694,80,774
2025-03-04,1,1,SKU008,388,40,428
2025-03-04,1,2,SKU031,384,40,424
2025-03-04,1,3,SKU007,261,24,285
2025-03-04,2,1,SKU023,602,87,689
2025-03-04,2,2,SKU011,475,35,510
2025-03-04,2,3,SKU038,689,92,781
2025-03-04,3,1,SKU023,406,9,415
2025-03-04,3,2,SKU040,578,21,599
2025-03-04,3,3,SKU039,617,89,706
2025-03-04,4,1,SKU026,557,41,598
2025-03-04,4,2,SKU011,702,81,783
2025-03-04,4,3,SKU015,707,96,803
2025-03-04,5,1,SKU004,771,87,858
2025-03-04,5,2,SKU020,515,20,535
2025-03-04,5,3,SKU006,634,36,670
2025-03-04,6,2,SKU024,513,1,514
2025-03-04,7,1,SKU036,568,84,652
2025-03-04,7,2,SKU024,268,11,279
2025-03-04,7,3,SKU007,589,63,652
2025-03-04,8,1,SKU035,429,52,481
2025-03-04,8,2,SKU008,218,30,248
2025-03-04,8,3,SKU017,283,12,295
2025-03-04,9,1,SKU004,308,6,314
2025-03-04,9,2,SKU028,523,64,587
2025-03-04,10,1,SKU019,762,109,871
2025-03-04,10,2,SKU031,780,113,893
2025-03-04,10,3,SKU001,216,2,218
2025-03-04,11,1,SKU005,363,37,400
2025-03-04,11,2,SKU032,609,5,614
2025-03-04,11,3,SKU001,204,16,220
2025-03-04,12,1,SKU024,459,31,490
2025-03-04,12,2,SKU009,340,38,378
2025-03-04,12,3,SKU015,348,50,398
2025-03-04,13,1,SKU039,535,18,553
2025-03-04,13,2,SKU038,682,30,712
2025-03-04,13,3,SKU023,433,60,493
2025-03-04,14,1,SKU026,308,3,311
2025-03-04,14,2,SKU017,653,13,666
2025-03-04,14,3,SKU003,635,56,691
2025-03-04,15,2,SKU040,577,39,616
2025-03-04,15,3,SKU003,790,101,891
2025-03-05,1,2,SKU015,342,7,349
2025-03-05,1,3,SKU022,201,19,220
2025-03-05,2,1,SKU017,503,59,562
2025-03-05,2,2,SKU028,589,21,610
2025-03-05,2,3,SKU027,721,66,787
2025-03-05,3,1,SKU025,566,10,576
2025-03-05,3,3,SKU019,742,95,837
2025-03-05,4,1,SKU019,206,11,217
2025-03-05,4,2,SKU029,757,57,814
2025-03-05,4,3,SKU036,641,51,692
2025-03-05,5,1,SKU020,706,23,729
2025-03-05,5,2,SKU026,600,14,614
2025-03-05,5,3,SKU040,771,104,875
2025-03-05,6,1,SKU027,591,44,635
2025-03-05,6,2,SKU011,325,20,345
2025-03-05,6,3,SKU001,366,12,378
2025-03-05,7,1,SKU014,290,4,294
2025-03-05,7,3,SKU036,783,49,832
2025-03-05,8,1,SKU008,530,15,545
2025-03-05,8,2,SKU020,465,37,502
2025-03-05,8,3,SKU019,371,25,396
2025-03-05,9,1,SKU033,609,59,668
2025-03-05,9,2,SKU011,681,79,760
2025-03-05,9,3,SKU037,636,46,682
2025-03-05,10,2,SKU037,447,65,512
2025-03-05,10,3,SKU010,535,78,613
2025-03-05,11,1,SKU012,543,45,588
2025-03-05,11,2,SKU001,632,37,669
2025-03-05,11,3,SKU014,212,22,234
2025-03-05,12,1,SKU006,244,15,259
2025-03-05,12,2,SKU023,284,30,314
2025-03-05,12,3,SKU008,501,73,574
2025-03-05,13,1,SKU030,461,56,517
2025-03-05,14,1,SKU010,443,12,455
2025-03-05,14,2,SKU038,261,8,269
2025-03-05,14,3,SKU005,710,53,763
2025-03-05,15,1,SKU028,289,1,290
2025-03-06,1,1,SKU017,753,105,858
2025-03-06,1,2,SKU008,654,16,670
2025-03-06,1,3,SKU037,750,85,835
2025-03-06,2,1,SKU038,445,50,495
2025-03-06,2,2,SKU037,332,19,351
2025-03-06,2,3,SKU036,243,1,244
2025-03-06,3,1,SKU003,609,89,698
2025-03-06,3,2,SKU035,410,36,446
2025-03-06,3,3,SKU023,747,57,804
2025-03-06,4,2,SKU001,544,60,604
2025-03-06,4,3,SKU018,503,22,525
2025-03-06,5,1,SKU018,213,8,221
2025-03-06,5,2,SKU040,360,38,398
2025-03-06,5,3,SKU027,569,48,617
2025-03-06,6,1,SKU035,767,80,847
2025-03-06,6,2,SKU035,734,61,795
2025-03-06,7,1,SKU009,620,6,626
2025-03-06,7,2,SKU026,379,31,410
2025-03-06,7,3,SKU005,425,33,458
2025-03-06,8,1,SKU038,392,19,411
2025-03-06,8,2,SKU031,611,20,631
2025-03-06,8,3,SKU037,712,55,767
2025-03-06,9,1,SKU039,455,44,499
2025-03-06,9,2,SKU012,271,34,305
2025-03-06,9,3,SKU029,321,34,355
2025-03-06,10,2,SKU002,655,67,722
2025-03-06,11,2,SKU019,747,105,852
2025-03-06,12,1,SKU017,429,5,434
2025-03-06,12,2,SKU014,296,26,322
2025-03-06,12,3,SKU040,292,32,324
2025-03-06,13,1,SKU001,524,41,565
2025-03-06,13,3,SKU015,324,34,358
2025-03-06,14,2,SKU012,628,5,633
2025-03-06,14,3,SKU004,783,100,883
2025-03-06,15,1,SKU008,730,75,805
2025-03-06,15,2,SKU018,633,90,723
2025-03-06,15,3,SKU012,325,36,361
2025-03-07,1,3,SKU014,435,32,467
2025-03-07,2,1,SKU024,703,67,770
2025-03-07,2,2,SKU001,659,95,754
2025-03-07,2,3,SKU040,462,10,472
2025-03-07,3,1,SKU039,656,36,692
2025-03-07,3,3,SKU004,588,36,624
2025-03-07,4,1,SKU012,233,12,245
2025-03-07,4,2,SKU013,495,57,552
2025-03-07,4,3,SKU037,300,38,338
2025-03-07,5,1,SKU029,601,13,614
2025-03-07,5,2,SKU011,237,23,260
2025-03-07,5,3,SKU007,526,24,550
2025-03-07,6,1,SKU037,242,17,259
2025-03-07,6,2,SKU027,455,65,520
2025-03-07,6,3,SKU002,290,19,309
2025-03-07,7,2,SKU040,665,30,695
2025-03-07,8,1,SKU015,770,10,780
2025-03-07,8,2,SKU015,742,55,797
2025-03-07,9,1,SKU027,732,64,796
2025-03-07,9,2,SKU012,377,12,389
2025-03-07,9,3,SKU032,637,61,698
2025-03-07,10,1,SKU040,636,70,706
2025-03-07,10,2,SKU005,270,32,302
2025-03-07,10,3,SKU012,288,32,320
2025-03-07,11,1,SKU006,783,20,803
2025-03-07,11,3,SKU020,766,7,773
2025-03-07,12,1,SKU029,512,51,563
2025-03-07,12,2,SKU002,371,31,402
