date_sk,machine_sk,shift_sk,product_sk,units_good,units_scrap,units_total,ideal_rate_per_min,planned_minutes
53,9,2,14,461,37,498,1.0,480
53,9,3,21,525,18,543,1.5,480
53,10,1,17,796,32,828,1.2,480
53,10,3,10,238,3,241,1.2,480
53,11,1,24,423,8,431,1.0,480
53,11,2,32,328,46,374,0.8,480
53,11,3,22,728,26,754,1.2,480
53,12,1,39,283,12,295,1.0,480
53,12,2,25,514,40,554,1.5,480
53,12,3,6,659,51,710,1.5,480
53,13,1,27,531,34,565,0.8,480
53,13,2,17,509,13,522,1.2,480
53,13,3,7,279,39,318,1.0,480
53,14,2,6,696,43,739,1.5,480
53,14,3,3,259,37,296,1.5,480
53,15,2,28,621,36,657,1.5,480
53,15,3,16,621,29,650,1.2,480
54,1,1,27,286,25,311,0.8,480
54,1,2,26,437,58,495,1.0,480
54,1,3,25,682,52,734,1.5,480
54,2,1,38,704,12,716,1.5,480
54,2,2,38,252,20,272,1.5,480
54,2,3,14,674,14,688,1.0,480
54,3,1,3,226,14,240,1.5,480
54,3,2,28,740,88,828,1.5,480
54,3,3,14,314,9,323,1.0,480
54,4,1,28,344,26,370,1.5,480
54,4,2,27,362,15,377,0.8,480
54,4,3,17,614,79,693,1.2,480
54,5,1,11,540,30,570,1.0,480
54,5,2,35,650,95,745,0.8,480
54,5,3,16,739,2,741,1.2,480
54,6,1,32,611,71,682,0.8,480
54,6,3,16,589,43,632,1.2,480
54,7,1,1,556,5,561,1.5,480
54,7,2,17,216,22,238,1.2,480
54,8,1,17,267,38,305,1.2,480
54,8,2,13,309,21,330,1.0,480
54,8,3,38,414,36,450,1.5,480
54,9,3,13,327,14,341,1.0,480
54,10,1,21,264,12,276,1.5,480
54,10,2,34,321,9,330,1.0,480
54,10,3,2,498,0,498,0.8,480
54,11,1,32,420,12,432,0.8,480
54,11,2,27,462,33,495,0.8,480
54,11,3,25,543,1,544,1.5,480
54,12,1,36,613,79,692,0.8,480
54,12,3,29,397,58,455,0.8,480
54,13,1,20,354,38,392,1.5,480
54,13,2,11,691,10,701,1.0,480
54,13,3,4,746,71,817,0.8,480
54,14,1,21,244,12,256,1.5,480
54,14,2,2,321,16,337,0.8,480
54,14,3,34,258,21,279,1.0,480
54,15,1,9,606,13,619,1.0,480
54,15,2,32,421,9,430,0.8,480
54,15,3,30,745,67,812,1.5,480
55,1,1,26,312,29,341,1.0,480
55,1,2,2,255,35,290,0.8,480
55,1,3,30,541,80,621,1.5,480
55,2,1,25,207,25,232,1.5,480
55,2,2,2,681,68,749,0.8,480
55,2,3,26,508,21,529,1.0,480
55,3,1,31,528,15,543,1.2,480
55,3,2,39,718,17,735,1.0,480
55,3,3,24,369,47,416,1.0,480
55,4,1,7,746,81,827,1.0,480
55,4,2,10,539,8,547,1.2,480
55,5,1,13,618,12,630,1.0,480
55,5,2,30,373,19,392,1.5,480
55,5,3,19,688,50,738,1.5,480
55,6,1,15,392,17,409,1.2,480
55,6,3,7,361,15,376,1.0,480
55,7,1,35,270,27,297,0.8,480
55,7,2,10,600,52,652,1.2,480
55,7,3,30,421,41,462,1.5,480
55,8,1,28,472,18,490,1.5,480
55,8,2,7,575,70,645,1.0,480
55,8,3,17,227,0,227,1.2,480
55,9,1,19,409,12,421,1.5,480
55,9,3,9,413,48,461,1.0,480
55,10,3,24,293,39,332,1.0,480
55,11,1,4,317,42,359,0.8,480
55,11,2,32,292,41,333,0.8,480
55,11,3,5,252,23,275,1.0,480
55,12,1,8,552,38,590,1.0,480
55,12,2,8,523,7,530,1.0,480
55,13,1,7,570,32,602,1.0,480
55,13,2,9,252,23,275,1.0,480
55,13,3,40,744,52,796,1.5,480
55,14,1,10,683,41,724,1.2,480
55,14,2,8,691,13,704,1.0,480
55,14,3,15,687,51,738,1.2,480
55,15,1,9,411,5,416,1.0,480
55,15,2,1,299,5,304,1.5,480
56,1,1,23,353,11,364,1.2,480
56,1,3,22,652,46,698,1.2,480
56,2,1,14,267,25,292,1.0,480
56,3,1,12,671,92,763,1.5,480
56,3,2,40,631,36,667,1.5,480
56,3,3,2,470,28,498,0.8,480
56,4,1,39,764,10,774,1.0,480
56,4,2,15,390,6,396,1.2,480
56,4,3,8,277,0,277,1.0,480
56,5,1,3,268,39,307,1.5,480
56,5,2,12,288,30,318,1.5,480
56,5,3,27,265,21,286,0.8,480
56,6,2,14,520,23,543,1.0,480
56,6,3,40,271,18,289,1.5,480
56,7,3,16,419,60,479,1.2,480
56,8,1,17,330,11,341,1.2,480
56,8,2,18,493,48,541,1.2,480
56,8,3,35,242,20,262,0.8,480
56,9,1,23,498,2,500,1.2,480
56,9,2,27,335,17,352,0.8,480
56,9,3,34,242,7,249,1.0,480
56,10,2,40,450,31,481,1.5,480
56,10,3,36,441,3,444,0.8,480
56,11,1,19,311,36,347,1.5,480
56,11,3,10,711,69,780,1.2,480
56,12,3,12,675,97,772,1.5,480
56,13,1,19,616,3,619,1.5,480
56,13,2,19,317,5,322,1.5,480
56,13,3,23,308,44,352,1.2,480
56,14,1,28,538,60,598,1.5,480
56,14,3,21,223,3,226,1.5,480
56,15,1,30,312,39,351,1.5,480
56,15,2,17,368,0,368,1.2,480
56,15,3,37,397,53,450,1.2,480
57,1,1,5,604,54,658,1.0,480
57,1,2,38,427,5,432,1.5,480
57,1,3,5,201,25,226,1.0,480
57,2,1,5,701,40,741,1.0,480
57,2,2,25,716,93,809,1.5,480
57,2,3,17,263,35,298,1.2,480
57,3,3,31,554,20,574,1.2,480
57,4,1,26,702,19,721,1.0,480
57,4,3,4,222,5,227,0.8,480
57,5,1,14,649,19,668,1.0,480
57,5,2,32,325,10,335,0.8,480
57,5,3,18,491,9,500,1.2,480
57,6,2,20,650,43,693,1.5,480
57,6,3,36,571,0,571,0.8,480
57,7,1,38,341,36,377,1.5,480
57,7,2,35,552,59,611,0.8,480
57,7,3,27,362,32,394,0.8,480
57,8,2,8,628,62,690,1.0,480
57,8,3,14,385,21,406,1.0,480
57,9,1,36,533,59,592,0.8,480
57,9,2,22,323,1,324,1.2,480
57,9,3,37,465,11,476,1.2,480
57,10,1,24,251,35,286,1.0,480
57,10,2,31,629,36,665,1.2,480
57,10,3,18,492,35,527,1.2,480
57,11,1,3,405,21,426,1.5,480
57,11,2,18,311,39,350,1.2,480
57,11,3,15,663,51,714,1.2,480
57,12,1,24,655,42,697,1.0,480
57,12,2,32,752,77,829,0.8,480
57,12,3,14,702,95,797,1.0,480
57,13,1,24,492,49,541,1.0,480
57,13,2,11,541,25,566,1.0,480
57,13,3,19,794,86,880,1.5,480
57,14,1,4,240,19,259,0.8,480
57,14,3,10,506,47,553,1.2,480
57,15,1,22,542,3,545,1.2,480
57,15,2,25,533,76,609,1.5,480
57,15,3,25,387,24,411,1.5,480
58,1,1,7,575,38,613,1.0,480
58,1,3,24,605,38,643,1.0,480
58,2,1,30,212,7,219,1.5,480
58,2,2,34,234,20,254,1.0,480
58,2,3,7,751,75,826,1.0,480
58,3,1,4,270,34,304,0.8,480
58,3,2,34,232,10,242,1.0,480
58,3,3,9,601,77,678,1.0,480
58,4,1,40,600,69,669,1.5,480
58,4,2,25,348,7,355,1.5,480
58,4,3,20,778,14,792,1.5,480
58,5,1,24,615,72,687,1.0,480
58,5,2,29,646,29,675,0.8,480
58,5,3,7,432,27,459,1.0,480
58,6,2,14,286,22,308,1.0,480
58,6,3,4,224,28,252,0.8,480
58,7,1,16,214,20,234,1.2,480
58,7,3,21,485,9,494,1.5,480
58,8,1,10,384,5,389,1.2,480
58,8,2,27,298,13,311,0.8,480
58,8,3,18,520,59,579,1.2,480
58,9,1,38,524,52,576,1.5,480
58,9,2,27,707,32,739,0.8,480
58,9,3,4,578,28,606,0.8,480
58,10,1,39,463,4,467,1.0,480
58,10,2,26,254,0,254,1.0,480
58,10,3,25,333,34,367,1.5,480
58,11,1,23,454,29,483,1.2,480
58,11,2,8,432,45,477,1.0,480
58,11,3,16,413,15,428,1.2,480
58,12,1,24,228,31,259,1.0,480
58,12,3,40,538,76,614,1.5,480
58,13,1,29,485,2,487,0.8,480
58,13,2,24,624,21,645,1.0,480
58,13,3,1,404,47,451,1.5,480
58,14,1,18,624,91,715,1.2,480
58,14,2,18,755,54,809,1.2,480
58,14,3,22,717,50,767,1.2,480
58,15,1,27,399,7,406,0.8,480
58,15,2,25,799,30,829,1.5,480
58,15,3,36,728,38,766,0.8,480
59,1,1,36,443,49,492,0.8,480
59,1,2,5,509,40,549,1.0,480
59,1,3,32,629,51,680,0.8,480
59,2,1,27,573,0,573,0.8,480
59,2,2,13,401,49,450,1.0,480
59,2,3,11,343,20,363,1.0,480
59,3,1,10,206,29,235,1.2,480
59,3,3,35,717,29,746,0.8,480
59,4,1,2,747,12,759,0.8,480
59,4,2,24,632,65,697,1.0,480
59,5,1,5,264,30,294,1.0,480
59,5,3,21,458,3,461,1.5,480
59,6,1,35,241,4,245,0.8,480
59,6,2,7,468,41,509,1.0,480
59,6,3,18,533,51,584,1.2,480
59,7,1,15,711,17,728,1.2,480
59,7,2,30,449,7,456,1.5,480
59,7,3,28,256,21,277,1.5,480
59,8,1,6,368,27,395,1.5,480
59,8,2,24,268,17,285,1.0,480
59,8,3,29,504,41,545,0.8,480
59,9,1,21,407,8,415,1.5,480
59,9,2,1,305,21,326,1.5,480
59,9,3,22,214,22,236,1.2,480
59,10,1,30,400,50,450,1.5,480
59,10,2,6,218,13,231,1.5,480
59,10,3,12,334,0,334,1.5,480
59,11,1,38,318,46,364,1.5,480
59,11,2,17,329,29,358,1.2,480
59,12,1,29,224,28,252,0.8,480
59,12,2,4,742,95,837,0.8,480
59,12,3,38,361,50,411,1.5,480
59,13,1,21,466,7,473,1.5,480
59,13,2,18,726,52,778,1.2,480
59,13,3,27,265,0,265,0.8,480
59,14,1,20,585,17,602,1.5,480
59,14,2,13,351,41,392,1.0,480
59,14,3,23,481,53,534,1.2,480
59,15,3,21,357,35,392,1.5,480
60,1,1,10,721,82,803,1.2,480
60,1,2,23,700,71,771,1.2,480
60,2,1,23,208,19,227,1.2,480
60,2,2,33,591,18,609,0.8,480
60,3,1,31,546,60,606,1.2,480
60,3,2,17,491,35,526,1.2,480
60,4,2,35,539,67,606,0.8,480
60,5,1,9,346,17,363,1.0,480
60,5,2,1,514,58,572,1.5,480
60,5,3,14,548,0,548,1.0,480
60,6,1,27,628,49,677,0.8,480
60,6,2,11,334,33,367,1.0,480
60,6,3,22,657,55,712,1.2,480
60,7,1,4,276,34,310,0.8,480
60,7,2,27,572,67,639,0.8,480
60,7,3,26,663,90,753,1.0,480
60,8,2,15,252,5,257,1.2,480
60,8,3,31,664,58,722,1.2,480
60,9,1,14,638,62,700,1.0,480
60,9,2,34,433,9,442,1.0,480
60,9,3,23,364,7,371,1.2,480
60,10,2,13,792,95,887,1.0,480
60,10,3,34,273,34,307,1.0,480
60,11,1,30,537,4,541,1.5,480
60,11,2,15,312,41,353,1.2,480
60,11,3,3,717,31,748,1.5,480
60,12,1,4,406,17,423,0.8,480
60,12,2,14,755,88,843,1.0,480
60,12,3,32,755,34,789,0.8,480
60,13,1,26,630,15,645,1.0,480
60,13,3,1,242,34,276,1.5,480
60,14,1,31,327,26,353,1.2,480
60,14,2,34,496,18,514,1.0,480
60,14,3,18,329,30,359,1.2,480
60,15,1,28,798,42,840,1.5,480
60,15,3,10,510,22,532,1.2,480
61,1,1,16,636,34,670,1.2,480
61,1,2,7,464,16,480,1.0,480
61,1,3,10,729,100,829,1.2,480
61,2,1,31,263,23,286,1.2,480
61,2,2,17,719,1,720,1.2,480
61,3,2,10,531,6,537,1.2,480
61,3,3,13,505,20,525,1.0,480
61,4,1,31,612,57,669,1.2,480
61,4,2,15,396,48,444,1.2,480
61,4,3,19,406,19,425,1.5,480
61,5,1,6,560,56,616,1.5,480
61,5,2,10,282,20,302,1.2,480
61,6,1,2,699,9,708,0.8,480
61,6,2,40,233,2,235,1.5,480
61,6,3,26,258,27,285,1.0,480
61,7,1,2,745,93,838,0.8,480
61,7,3,38,588,27,615,1.5,480
61,8,2,24,631,80,711,1.0,480
61,8,3,27,772,98,870,0.8,480
61,9,1,17,332,28,360,1.2,480
61,9,2,16,627,40,667,1.2,480
61,10,1,32,437,27,464,0.8,480
61,10,2,33,335,5,340,0.8,480
61,10,3,3,278,1,279,1.5,480
61,11,1,25,597,50,647,1.5,480
61,11,2,39,323,20,343,1.0,480
61,12,1,22,578,59,637,1.2,480
61,12,2,33,395,15,410,0.8,480
61,12,3,25,483,29,512,1.5,480
61,13,1,25,322,25,347,1.5,480
61,13,2,26,467,10,477,1.0,480
61,14,1,35,777,45,822,0.8,480
61,14,2,14,258,36,294,1.0,480
61,14,3,36,491,39,530,0.8,480
61,15,1,8,601,52,653,1.0,480
61,15,2,1,429,12,441,1.5,480
61,15,3,37,609,16,625,1.2,480
62,1,1,33,472,46,518,0.8,480
62,1,2,37,606,2,608,1.2,480
62,1,3,26,305,3,308,1.0,480
62,2,1,39,527,27,554,1.0,480
62,2,3,16,573,43,616,1.2,480
62,3,2,38,459,32,491,1.5,480
62,3,3,19,619,57,676,1.5,480
62,4,1,10,443,17,460,1.2,480
62,4,2,3,629,65,694,1.5,480
62,4,3,12,252,10,262,1.5,480
62,5,1,28,383,34,417,1.5,480
62,5,2,15,528,13,541,1.2,480
62,5,3,26,408,19,427,1.0,480
62,6,1,4,460,62,522,0.8,480
62,6,2,23,365,9,374,1.2,480
62,6,3,35,257,8,265,0.8,480
62,7,1,9,701,85,786,1.0,480
62,7,3,5,272,22,294,1.0,480
62,8,1,38,535,68,603,1.5,480
62,8,2,21,373,13,386,1.5,480
62,9,1,13,583,63,646,1.0,480
62,9,3,24,529,12,541,1.0,480
62,10,2,19,584,50,634,1.5,480
62,10,3,26,624,77,701,1.0,480
62,11,1,10,202,0,202,1.2,480
62,11,2,34,525,66,591,1.0,480
62,11,3,12,664,20,684,1.5,480
62,12,1,26,314,35,349,1.0,480
62,12,2,33,272,9,281,0.8,480
62,12,3,36,576,39,615,0.8,480
62,13,2,26,305,6,311,1.0,480
62,13,3,36,353,42,395,0.8,480
62,14,1,8,688,102,790,1.0,480
62,14,2,17,764,69,833,1.2,480
62,14,3,37,511,8,519,1.2,480
62,15,1,26,217,29,246,1.0,480
62,15,2,33,324,25,349,0.8,480
62,15,3,10,694,80,774,1.2,480
63,1,1,8,388,40,428,1.0,480
63,1,2,31,384,40,424,1.2,480
63,1,3,7,261,24,285,1.0,480
63,2,1,23,602,87,689,1.2,480
63,2,2,11,475,35,510,1.0,480
63,2,3,38,689,92,781,1.5,480
63,3,1,23,406,9,415,1.2,480
63,3,2,40,578,21,599,1.5,480
63,3,3,39,617,89,706,1.0,480
63,4,1,26,557,41,598,1.0,480
63,4,2,11,702,81,783,1.0,480
63,4,3,15,707,96,803,1.2,480
63,5,1,4,771,87,858,0.8,480
63,5,2,20,515,20,535,1.5,480
63,5,3,6,634,36,670,1.5,480
63,6,2,24,513,1,514,1.0,480
63,7,1,36,568,84,652,0.8,480
63,7,2,24,268,11,279,1.0,480
63,7,3,7,589,63,652,1.0,480
63,8,1,35,429,52,481,0.8,480
63,8,2,8,218,30,248,1.0,480
63,8,3,17,283,12,295,1.2,480
63,9,1,4,308,6,314,0.8,480
63,9,2,28,523,64,587,1.5,480
63,10,1,19,762,109,871,1.5,480
63,10,2,31,780,113,893,1.2,480
63,10,3,1,216,2,218,1.5,480
63,11,1,5,363,37,400,1.0,480
63,11,2,32,609,5,614,0.8,480
63,11,3,1,204,16,220,1.5,480
63,12,1,24,459,31,490,1.0,480
63,12,2,9,340,38,378,1.0,480
63,12,3,15,348,50,398,1.2,480
63,13,1,39,535,18,553,1.0,480
63,13,2,38,682,30,712,1.5,480
63,13,3,23,433,60,493,1.2,480
63,14,1,26,308,3,311,1.0,480
63,14,2,17,653,13,666,1.2,480
63,14,3,3,635,56,691,1.5,480
63,15,2,40,577,39,616,1.5,480
63,15,3,3,790,101,891,1.5,480
64,1,2,15,342,7,349,1.2,480
64,1,3,22,201,19,220,1.2,480
64,2,1,17,503,59,562,1.2,480
64,2,2,28,589,21,610,1.5,480
64,2,3,27,721,66,787,0.8,480
64,3,1,25,566,10,576,1.5,480
64,3,3,19,742,95,837,1.5,480
64,4,1,19,206,11,217,1.5,480
64,4,2,29,757,57,814,0.8,480
64,4,3,36,641,51,692,0.8,480
64,5,1,20,706,23,729,1.5,480
64,5,2,26,600,14,614,1.0,480
64,5,3,40,771,104,875,1.5,480
64,6,1,27,591,44,635,0.8,480
64,6,2,11,325,20,345,1.0,480
64,6,3,1,366,12,378,1.5,480
64,7,1,14,290,4,294,1.0,480
64,7,3,36,783,49,832,0.8,480
64,8,1,8,530,15,545,1.0,480
64,8,2,20,465,37,502,1.5,480
64,8,3,19,371,25,396,1.5,480
64,9,1,33,609,59,668,0.8,480
64,9,2,11,681,79,760,1.0,480
64,9,3,37,636,46,682,1.2,480
64,10,2,37,447,65,512,1.2,480
64,10,3,10,535,78,613,1.2,480
64,11,1,12,543,45,588,1.5,480
64,11,2,1,632,37,669,1.5,480
64,11,3,14,212,22,234,1.0,480
64,12,1,6,244,15,259,1.5,480
64,12,2,23,284,30,314,1.2,480
64,12,3,8,501,73,574,1.0,480
64,13,1,30,461,56,517,1.5,480
64,14,1,10,443,12,455,1.2,480
64,14,2,38,261,8,269,1.5,480
64,14,3,5,710,53,763,1.0,480
64,15,1,28,289,1,290,1.5,480
65,1,1,17,753,105,858,1.2,480
65,1,2,8,654,16,670,1.0,480
65,1,3,37,750,85,835,1.2,480
65,2,1,38,445,50,495,1.5,480
65,2,2,37,332,19,351,1.2,480
65,2,3,36,243,1,244,0.8,480
65,3,1,3,609,89,698,1.5,480
65,3,2,35,410,36,446,0.8,480
65,3,3,23,747,57,804,1.2,480
65,4,2,1,544,60,604,1.5,480
65,4,3,18,503,22,525,1.2,480
65,5,1,18,213,8,221,1.2,480
65,5,2,40,360,38,398,1.5,480
65,5,3,27,569,48,617,0.8,480
65,6,1,35,767,80,847,0.8,480
65,6,2,35,734,61,795,0.8,480
65,7,1,9,620,6,626,1.0,480
65,7,2,26,379,31,410,1.0,480
65,7,3,5,425,33,458,1.0,480
65,8,1,38,392,19,411,1.5,480
65,8,2,31,611,20,631,1.2,480
65,8,3,37,712,55,767,1.2,480
65,9,1,39,455,44,499,1.0,480
65,9,2,12,271,34,305,1.5,480
65,9,3,29,321,34,355,0.8,480
65,10,2,2,655,67,722,0.8,480
65,11,2,19,747,105,852,1.5,480
65,12,1,17,429,5,434,1.2,480
65,12,2,14,296,26,322,1.0,480
65,12,3,40,292,32,324,1.5,480
65,13,1,1,524,41,565,1.5,480
65,13,3,15,324,34,358,1.2,480
65,14,2,12,628,5,633,1.5,480
65,14,3,4,783,100,883,0.8,480
65,15,1,8,730,75,805,1.0,480
65,15,2,18,633,90,723,1.2,480
65,15,3,12,325,36,361,1.5,480
66,1,3,14,435,32,467,1.0,480
66,2,1,24,703,67,770,1.0,480
66,2,2,1,659,95,754,1.5,480
66,2,3,40,462,10,472,1.5,480
66,3,1,39,656,36,692,1.0,480
66,3,3,4,588,36,624,0.8,480
66,4,1,12,233,12,245,1.5,480
66,4,2,13,495,57,552,1.0,480
66,4,3,37,300,38,338,1.2,480
66,5,1,29,601,13,614,0.8,480
66,5,2,11,237,23,260,1.0,480
66,5,3,7,526,24,550,1.0,480
66,6,1,37,242,17,259,1.2,480
66,6,2,27,455,65,520,0.8,480
66,6,3,2,290,19,309,0.8,480
66,7,2,40,665,30,695,1.5,480
66,8,1,15,770,10,780,1.2,480
66,8,2,15,742,55,797,1.2,480
66,9,1,27,732,64,796,0.8,480
66,9,2,12,377,12,389,1.5,480
66,9,3,32,637,61,698,0.8,480
66,10,1,40,636,70,706,1.5,480
66,10,2,5,270,32,302,1.0,480
66,10,3,12,288,32,320,1.5,480
66,11,1,6,783,20,803,1.5,480
66,11,3,20,766,7,773,1.5,480
66,12,1,29,512,51,563,0.8,480
66,12,2,2,371,31,402,0.8,480
66,12,3,20,530,3,533,1.5,480
66,13,3,1,262,23,285,1.5,480
66,14,1,25,731,46,777,1.5,480
66,14,2,37,635,63,698,1.2,480
66,14,3,1,622,23,645,1.5,480
66,15,1,19,531,3,534,1.5,480
67,1,1,17,253,29,282,1.2,480
67,1,2,25,362,8,370,1.5,480
67,1,3,33,663,58,721,0.8,480
67,2,1,38,265,0,265,1.5,480
67,2,2,9,526,66,592,1.0,480
67,2,3,33,518,65,583,0.8,480
67,3,1,29,334,23,357,0.8,480
67,3,2,4,625,84,709,0.8,480
67,3,3,33,583,57,640,0.8,480
67,4,1,7,296,0,296,1.0,480
67,4,2,33,701,45,746,0.8,480
67,5,1,6,607,55,662,1.5,480
67,5,2,10,731,89,820,1.2,480
67,5,3,25,666,91,757,1.5,480
67,6,1,21,734,18,752,1.5,480
67,6,2,33,648,39,687,0.8,480
67,7,1,3,731,78,809,1.5,480
67,7,2,27,567,12,579,0.8,480
67,7,3,31,702,86,788,1.2,480
67,8,1,9,548,7,555,1.0,480
67,8,2,23,571,82,653,1.2,480
67,8,3,19,344,26,370,1.5,480
67,9,3,23,253,14,267,1.2,480
67,10,1,32,535,1,536,0.8,480
67,10,2,33,392,40,432,0.8,480
67,11,1,4,784,31,815,0.8,480
67,11,2,27,742,69,811,0.8,480
67,11,3,39,453,22,475,1.0,480
67,12,1,7,753,87,840,1.0,480
67,12,2,28,206,18,224,1.5,480
67,13,2,36,444,48,492,0.8,480
67,13,3,2,591,80,671,0.8,480
67,14,1,30,780,24,804,1.5,480
67,14,2,26,562,82,644,1.0,480
67,14,3,40,341,21,362,1.5,480
67,15,1,5,208,9,217,1.0,480
67,15,2,6,734,106,840,1.5,480
67,15,3,38,296,3,299,1.5,480
68,1,1,28,512,3,515,1.5,480
68,1,3,38,461,21,482,1.5,480
68,2,1,31,208,29,237,1.2,480
68,2,2,40,288,2,290,1.5,480
68,2,3,4,430,34,464,0.8,480
68,3,1,7,298,36,334,1.0,480
68,3,2,15,561,29,590,1.2,480
68,3,3,9,651,40,691,1.0,480
68,4,1,19,463,34,497,1.5,480
68,4,2,2,754,10,764,0.8,480
68,4,3,27,418,14,432,0.8,480
68,5,2,8,424,59,483,1.0,480
68,5,3,11,464,2,466,1.0,480
68,6,1,40,385,16,401,1.5,480
68,6,2,22,425,2,427,1.2,480
68,6,3,3,211,17,228,1.5,480
68,7,1,2,443,42,485,0.8,480
68,7,2,40,730,49,779,1.5,480
68,7,3,40,787,5,792,1.5,480
68,8,1,35,506,33,539,0.8,480
68,8,3,38,219,28,247,1.5,480
68,9,1,8,504,45,549,1.0,480
68,9,2,20,262,21,283,1.5,480
68,9,3,25,782,44,826,1.5,480
68,10,1,3,599,15,614,1.5,480
68,10,2,20,391,44,435,1.5,480
68,11,1,15,395,28,423,1.2,480
68,11,2,1,332,33,365,1.5,480
68,11,3,9,497,22,519,1.0,480
68,12,1,1,514,37,551,1.5,480
68,12,3,1,550,33,583,1.5,480
68,13,2,32,227,21,248,0.8,480
68,13,3,20,660,37,697,1.5,480
68,14,1,4,614,47,661,0.8,480
68,14,2,24,698,64,762,1.0,480
68,14,3,9,508,9,517,1.0,480
68,15,1,16,727,55,782,1.2,480
68,15,2,39,741,96,837,1.0,480
68,15,3,5,744,48,792,1.0,480
69,1,1,37,513,62,575,1.2,480
69,1,2,33,208,7,215,0.8,480
69,1,3,34,696,29,725,1.0,480
69,2,2,21,403,55,458,1.5,480
69,2,3,15,766,52,818,1.2,480
69,3,2,31,348,28,376,1.2,480
69,4,1,32,373,42,415,0.8,480
69,4,3,12,656,5,661,1.5,480
69,5,1,19,534,38,572,1.5,480
69,5,2,8,436,43,479,1.0,480
69,5,3,40,352,35,387,1.5,480
69,6,1,36,508,8,516,0.8,480
69,6,2,34,605,83,688,1.0,480
69,7,1,19,771,0,771,1.5,480
69,7,2,26,582,60,642,1.0,480
69,7,3,14,384,4,388,1.0,480
69,8,1,37,541,65,606,1.2,480
69,8,2,34,320,2,322,1.0,480
69,8,3,12,383,13,396,1.5,480
69,9,1,26,612,63,675,1.0,480
69,9,3,39,602,34,636,1.0,480
69,10,1,24,593,64,657,1.0,480
69,10,3,8,585,0,585,1.0,480
69,11,1,5,305,41,346,1.0,480
69,11,2,31,540,21,561,1.2,480
69,11,3,9,464,1,465,1.0,480
69,12,1,25,772,24,796,1.5,480
69,12,2,28,571,47,618,1.5,480
69,12,3,27,664,93,757,0.8,480
69,13,1,16,707,58,765,1.2,480
69,13,3,33,604,20,624,0.8,480
69,14,1,6,367,23,390,1.5,480
69,14,2,27,536,40,576,0.8,480
69,14,3,32,765,11,776,0.8,480
69,15,1,20,321,2,323,1.5,480
69,15,2,28,254,3,257,1.5,480
69,15,3,35,239,4,243,0.8,480
70,1,1,32,709,32,741,0.8,480
70,1,2,9,785,101,886,1.0,480
70,1,3,12,336,18,354,1.5,480
70,2,1,12,760,71,831,1.5,480
70,2,2,7,754,34,788,1.0,480
70,2,3,30,648,70,718,1.5,480
70,3,1,28,313,18,331,1.5,480
70,3,2,30,765,99,864,1.5,480
70,3,3,2,453,1,454,0.8,480
70,4,1,39,510,18,528,1.0,480
70,4,2,28,580,70,650,1.5,480
70,4,3,36,397,50,447,0.8,480
70,5,1,5,408,11,419,1.0,480
70,5,3,39,370,48,418,1.0,480
70,6,1,21,790,71,861,1.5,480
70,6,3,27,568,3,571,0.8,480
70,7,2,21,367,35,402,1.5,480
70,7,3,38,526,15,541,1.5,480
70,8,1,39,288,1,289,1.0,480
70,8,3,29,547,46,593,0.8,480
70,9,1,38,570,18,588,1.5,480
70,9,2,38,649,64,713,1.5,480
70,9,3,16,473,27,500,1.2,480
70,10,1,6,259,27,286,1.5,480
70,10,2,5,338,16,354,1.0,480
70,10,3,4,643,2,645,0.8,480
70,11,1,25,347,8,355,1.5,480
70,11,2,10,357,39,396,1.2,480
70,11,3,20,595,51,646,1.5,480
70,12,1,31,751,5,756,1.2,480
70,12,2,25,383,45,428,1.5,480
70,12,3,34,665,66,731,1.0,480
70,13,1,24,706,79,785,1.0,480
70,13,2,14,221,8,229,1.0,480
70,13,3,11,661,62,723,1.0,480
70,14,1,28,547,50,597,1.5,480
70,14,3,40,511,22,533,1.5,480
70,15,1,17,684,49,733,1.2,480
70,15,3,36,398,19,417,0.8,480
71,1,1,31,671,34,705,1.2,480
71,1,2,39,588,38,626,1.0,480
71,1,3,11,452,29,481,1.0,480
71,2,1,23,603,8,611,1.2,480
71,2,2,23,361,40,401,1.2,480
71,3,1,7,451,26,477,1.0,480
71,3,3,38,409,9,418,1.5,480
71,4,2,36,402,11,413,0.8,480
71,4,3,12,242,26,268,1.5,480
71,5,2,3,537,7,544,1.5,480
71,5,3,7,626,74,700,1.0,480
71,6,1,26,546,33,579,1.0,480
71,6,3,9,240,22,262,1.0,480
71,7,1,26,522,43,565,1.0,480
71,7,2,1,219,26,245,1.5,480
71,7,3,27,767,36,803,0.8,480
71,8,1,9,785,18,803,1.0,480
71,8,2,10,307,16,323,1.2,480
71,8,3,22,347,49,396,1.2,480
71,9,1,37,720,90,810,1.2,480
71,9,2,19,221,11,232,1.5,480
71,9,3,7,570,47,617,1.0,480
71,10,1,1,374,25,399,1.5,480
71,10,2,38,471,46,517,1.5,480
71,11,1,32,397,35,432,0.8,480
71,11,2,34,368,24,392,1.0,480
71,11,3,39,799,33,832,1.0,480
71,12,1,36,556,37,593,0.8,480
71,12,2,12,335,24,359,1.5,480
71,12,3,11,748,76,824,1.0,480
71,13,2,6,359,1,360,1.5,480
71,13,3,27,442,54,496,0.8,480
71,14,1,17,349,18,367,1.2,480
71,14,2,12,248,13,261,1.5,480
71,14,3,32,474,47,521,0.8,480
71,15,2,27,769,65,834,0.8,480
